Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
18-019644,2018-05,02/26/2018 09:11,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3610,PALM ST,59, ,NUISANCE ABATEMENT PROPERTY,3610,PALM,900691.1,1029382
18-022217,2018-05,02/27/2018 12:50,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5531,GENEVIEVE AVE,72, , ,5531,GENEVIEVE,893066.6,1043756
18-019853,2018-05,03/01/2018 08:00,Y, , ,1, , 67701,2,LARCENY-FROM BUILDING UNDER $500,3455,GRACE AVE,15, ,APT 2F,3455,GRACE,893039.8,1005471
18-022264,2018-05,03/01/2018 08:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,LINDELL BLVD / N SARAH ST,38, , ,4100,LINDELL,892822,1021958
18-022670,2018-05,03/01/2018 08:00,Y, , ,1, ,117000,1,FAILURE TO RETURN BORROWED/RENTED VEHICL,406,COURTOIS ST,2, , ,406,COURTOIS,888168.7,988424.9
18-020807,2018-05,03/01/2018 09:00,Y, , ,1, , 67601,5,"LARCENY-FROM BUILDING $500 - $24,999",4114,ST LOUIS AVE,57,MCCB TRANSITION, ,4114,ST LOUIS,896717.2,1029347
18-019765,2018-05,03/01/2018 12:00,Y, , ,1, , 67701,2,LARCENY-FROM BUILDING UNDER $500,5039,MARDEL AVE,14, , ,5039,MARDEL,883742.4,1005075
18-023839,2018-05,03/01/2018 15:00,Y, , ,1, , 67601,6,"LARCENY-FROM BUILDING $500 - $24,999",8656,ORIOLE AVE,74, , ,8656,ORIOLE,894569.5,1049066
18-023518,2018-05,03/01/2018 17:00,Y, , ,1, , 67601,1,"LARCENY-FROM BUILDING $500 - $24,999",3847,DUNNICA AVE,16, , ,3847,DUNNICA,891256.2,1003168
18-023795,2018-05,03/01/2018 19:37,Y, , ,1, , 51322,1,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3710,MERAMEC ST,16, , ,3710,MERAMEC,892612.3,1000785
18-022236,2018-05,03/02/2018 16:42,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3925,GREER AVE,56, , ,3925,GREER,898412.7,1029498
18-022232,2018-05,03/03/2018 15:00,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3925,GREER AVE,56, , ,3925,GREER,898412.7,1029498
18-022224,2018-05,03/03/2018 18:50,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3925,GREER AVE,56, , ,3925,GREER,898412.7,1029498
18-023421,2018-05,03/03/2018 20:23,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3400,HAMILTON AVE,50, , ,3400,HAMILTON,884386.2,1037987
18-022041,2018-05,03/05/2018 16:12,Y, , ,1, ,117000,1,FAILURE TO RETURN BORROWED/RENTED VEHICL,4927,S KINGSHIGHWAY BLVD,7, ,@ ENTERPRISE LEASING,4927,KINGSHIGHWAY,884071.6,1001923
18-020691,2018-05,03/06/2018 11:42,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4739,GOODFELLOW BLVD,70, , ,4739,GOODFELLOW,887043.9,1043351
18-023302,2018-05,03/09/2018 11:00,Y, , ,1, , 69602,2,"LARCENY-ALL OTHER $500 - $24,999",4149,HUMPHREY ST,15, , ,4149,HUMPHREY,889479.7,1007310
18-024431,2018-05,03/09/2018 21:40,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2037,OBEAR AVE,66, , ,2037,OBEAR,902803.4,1033214
18-023126,2018-05,03/10/2018 11:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,2029,ANN AVE,23, , ,2029,ANN,901297.1,1010634
18-022248,2018-05,03/11/2018 01:00,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,6124,N BROADWAY,79, , ,6124,BROADWAY,900558.8,1038456
18-024427,2018-05,03/11/2018 16:00,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,8442,N BROADWAY,74, , ,8442,BROADWAY,897472.3,1049862
18-024439,2018-05,03/11/2018 19:40,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4231,NATURAL BRIDGE AVE,68, , ,4231,NATURAL BRIDGE,896900.4,1032130
18-024447,2018-05,03/12/2018 16:00,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4231,NATURAL BRIDGE AVE,68, , ,4231,NATURAL BRIDGE,896900.4,1032130
18-020569,2018-05,03/13/2018 08:00,Y, , ,1, ,103000,5,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,3515,N KINGSHIGHWAY BLVD,52,US BANK,@US BANK - KINGSHIGHWAY,400,4TH,890475.4,1035146
18-020702,2018-05,03/15/2018 08:00,Y, , ,1, , 51322,1,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3653,BATES ST,3, ,OCCUPIED APARTMENT,3653,BATES,889955.6,996379.8
18-012037,2018-05,03/16/2018 22:00,Y, , ,1, , 44014,5,ASSLT-AGGRV-HND/FST/FT-1ST-ADUL-DOMESTIC,5025,ENRIGHT AVE,51, , ,5025,ENRIGHT,887527.6,1026758
18-012186,2018-05,03/19/2018 01:15, , , ,1, , 42016,4,ASSLT-AGGRV-KNIFE/CUT-3RD-ADULT-DOMESTIC,1519,OFALLON,62, ,APT A.,1519,OFALLON,0,0
18-012186,2018-05,03/19/2018 01:15, , , ,-1, , 44016,4,ASSLT-AGGRV-HND/FST/FT-3RD-ADUL-DOMESTIC,1519,OFALLON,62, ,APT A.,1519,OFALLON,0,0
18-022255,2018-05,03/20/2018 04:00,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,0,DR MARTIN LUTHER KING DR / GOO,78, , , , ,883184.1,1033624
18-020879,2018-05,03/20/2018 12:00,Y, , ,1, , 51321,1,BURGLARY-RESDNCE/UNK TIM/UNLW EN/OCCUPIED,3721,W COURTOIS ST,4, ,OCCUPIED RESIDENCE,3721,COURTOIS,885075.3,990723.7
18-012413,2018-05,03/20/2018 13:30,Y, , ,1, ,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",4901,UNION BLVD,71, , ,4901,UNION,891567.3,1039846
18-021849,2018-05,03/20/2018 14:40,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5095,DELMAR BLVD,51, , ,5095,DELMAR,886792.9,1026433
18-012935,2018-05,03/20/2018 17:30,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3961,COTE BRILLIANTE AVE,56, , ,3961,COTE BRILLIANTE,896529.4,1026843
18-024101,2018-05,03/20/2018 18:00,Y, , ,1, , 67601,6,"LARCENY-FROM BUILDING $500 - $24,999",4132,N NEWSTEAD AVE,68, , ,1067,BADEN,896461.8,1034404
18-012612,2018-05,03/21/2018 14:00,Y, , ,1, ,182130,4,DRUGS-POSSESSION/HEROIN,999,N 2ND ST,35, ,LUMIERE,999,2ND,910439.8,1019433
18-021858,2018-05,03/26/2018 20:26,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1630,CLARA AVE,50, , ,1630,CLARA,884363.6,1033087
18-013524,2018-05,03/27/2018 11:00, , , ,1, , 67601,6,"LARCENY-FROM BUILDING $500 - $24,999",5948,SHERRY,76, , , , ,0,0
18-013524,2018-05,03/27/2018 11:00, , , ,-1, , 91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",5948,SHERRY,76, , , , ,0,0
18-013788,2018-05,03/29/2018 00:08, , , ,-1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4782,HIGHLAND,55, , ,4782,HIGHLAND,0,0
18-020362,2018-05,03/29/2018 17:00,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1530,LAFAYETTE AVE,33, , ,1530,LAFAYETTE,903270.1,1012207
18-020373,2018-05,03/30/2018 06:00,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3743,PENNSYLVANIA AVE,19, , ,3743,PENNSYLVANIA,895917.9,1002953
18-019851,2018-05,04/01/2017 12:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,1216,TEMPLE PL,48, , ,1216,TEMPLE,882743.6,1030845
18-021331,2018-05,04/01/2018 00:01,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,4245,GRACE AVE,16, , ,4245,GRACE,892726.7,1000234
18-016850,2018-05,04/01/2018 12:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,0,999,35, , , , ,0,0
18-014391,2018-05,04/01/2018 20:00,Y, , ,1, , 91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",6017,HARNEY AVE,76,NORTH PATROL DIVISION,@NPD,4014,UNION,890492.3,1046259
18-015584,2018-05,04/02/2018 07:30, , , ,1, , 67601,6,"LARCENY-FROM BUILDING $500 - $24,999",4055,KOSSUTH,68, ,SINGLE FAMILY RESIDENCE,4055,KOSSUTH,0,0
18-019658,2018-05,04/02/2018 15:20,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1500,E JOHN AVE,66, , ,1500,JOHN,903595.4,1034011
18-021686,2018-05,04/03/2018 08:00,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,6608,NEOSHO ST,8, , ,6608,NEOSHO,875467.7,1002653
18-023045,2018-05,04/03/2018 09:01,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,5232,LOUGHBOROUGH AVE,6, , ,5232,LOUGHBOROUGH,880435.6,997245.4
18-019679,2018-05,04/03/2018 12:00,Y, , ,1, , 51322,5,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,4905,MAFFITT PL,55, , ,4905,MAFFITT,890463.4,1032538
18-021848,2018-05,04/03/2018 13:53,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4956,DELMAR BLVD,38, , ,4956,DELMAR,888111,1026049
18-015737,2018-05,04/03/2018 19:55,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,5822,ROOSEVELT PL,50, , ,5822,ROOSEVELT,884262.7,1036252
18-014784,2018-05,04/04/2018 09:00,Y, , ,1, ,182130,5,DRUGS-POSSESSION/HEROIN,3607,HAMILTON AVE,50,BUDGET INN, ,3607,HAMILTON,884714.6,1038923
18-014780,2018-05,04/04/2018 10:23, , , ,-1, ,117000,6,FAILURE TO RETURN BORROWED/RENTED VEHICL,9010,HALL,79, , ,9010,HALL,0,0
18-014840,2018-05,04/04/2018 15:00,Y, , ,1, ,182400,5,DRUGS-POSSESSION/MARIJUANA,4050,WEST PINE BLVD,38,WEST PINE LOFTS, ,4050,WEST PINE,892888.1,1021231
18-023419,2018-05,04/04/2018 15:20,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5125,COTE BRILLIANTE AVE,52, , ,5125,COTE BRILLIANTE,887988.3,1031800
18-020543,2018-05,04/04/2018 21:10,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2307,S JEFFERSON AVE,24, , ,2307,JEFFERSON,899383.4,1010127
18-022081,2018-05,04/05/2018 00:01,Y, , ,1, , 43025,1,ASSLT-AGGRAV-OTH-WPN-2ND-CHILD-DOMESTIC,5003,GRAVOIS AVE,5, , ,5003,GRAVOIS,886619.9,1000586
18-022081,2018-05,04/05/2018 00:01,Y, , ,1, , 43025,1,ASSLT-AGGRAV-OTH-WPN-2ND-CHILD-DOMESTIC,5003,GRAVOIS AVE,5, , ,5003,GRAVOIS,886619.9,1000586
18-019660,2018-05,04/05/2018 01:50,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3114,FAIR AVE,56, , ,3114,FAIR,897220.5,1030429
18-020327,2018-05,04/05/2018 09:41,Y, , ,1, ,112010,1,FRAUD-CREDIT DEVICE/OVER $150,1020,LOUGHBOROUGH AVE,1,US BANK,@SCHNUCKS - LOUGHBOROUGH US BANK,1020,LOUGHBOROUGH,888369.9,991903
18-020528,2018-05,04/05/2018 12:00,Y, , ,1, ,112010,6,FRAUD-CREDIT DEVICE/OVER $150,4508,ADELAIDE AVE,68, , ,4508,ADELAIDE,899560.6,1034205
18-015740,2018-05,04/05/2018 18:36,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,5629,ROOSEVELT PL,50, , ,5629,ROOSEVELT,885509.1,1035772
18-015871,2018-05,04/06/2018 00:25,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,4949,BARNES JEWISH HOSPITAL PLZ,38, ,@BARNES JEWISH HOSPITAL,4949, ,887396.8,1020150
18-015350,2018-05,04/06/2018 18:00, , , ,1, , 71030,3,AUTO THEFT-PERM RETNT/JOY RIDE,1113,13TH,33, , ,1113,13TH,0,0
18-015350,2018-05,04/06/2018 18:00, , , ,-1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1113,13TH,33, , ,1113,13TH,0,0
18-015747,2018-05,04/06/2018 23:03,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,2635,CLARA AVE,50, , ,2635,CLARA,885249.1,1034866
18-024562,2018-05,04/06/2018 23:03,Y, , ,1, ,112010,4,FRAUD-CREDIT DEVICE/OVER $150,919,N JEFFERSON AVE,59, ,@CPD,919,JEFFERSON,902219.7,1021301
18-015745,2018-05,04/06/2018 23:30,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,2637,CLARA AVE,50, , ,2637,CLARA,885274.9,1034883
18-020628,2018-05,04/08/2018 12:00,Y, , ,1, , 91124,6,"ASSAULT, CHILD, AGE 16 AND UNDR-DOMESTIC",5037,AUBERT AVE,71, , ,711,EUCLID,893565.4,1039063
18-020762,2018-05,04/08/2018 19:00,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,4700,HAMMETT PL,56, , ,4700,HAMMETT,891332.6,1030655
18-019684,2018-05,04/09/2015 12:33,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,4925,EICHELBERGER ST,7, , ,4925,EICHELBERGER,883144,1000583
18-015561,2018-05,04/09/2018 09:50,Y, , ,1, ,182400,4,DRUGS-POSSESSION/MARIJUANA,1004,N JEFFERSON AVE,61, ,@CARR LANE VPA SCHOOL,1004,JEFFERSON,902535.7,1021759
18-019720,2018-05,04/09/2018 11:00,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,2915,MAGNOLIA AVE,25, , ,2915,MAGNOLIA,897167.7,1009210
18-019665,2018-05,04/09/2018 16:20,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5478,QUEENS AVE,71, , ,5478,QUEENS,895197.4,1040968
18-019718,2018-05,04/10/2018 00:01,Y, , ,1, ,115400,3,STLG BY DECEIT/IDENTITY THEFT REPORT,2009,ARSENAL ST,22, , ,919,JEFFERSON,900121.5,1006746
18-015730,2018-05,04/10/2018 11:53,Y, , ,1, ,151110,2,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4318,OLEATHA AVE,15, , ,4318,OLEATHA,887847.5,1005452
18-019283,2018-05,04/10/2018 12:00,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,8412,MICHIGAN AVE,2, , ,8412,MICHIGAN,886756.1,986699.7
18-019279,2018-05,04/10/2018 12:10,Y, , ,1, ,263422,4,OBSTRUCT GOVRN OP-CITY COMM LIC VIOL,4201,N 2ND ST,64, ,@GOTCHA TOWING & RECOVERY LLC,5735,FEE FEE,906151.1,1032667
18-018827,2018-05,04/11/2018 00:01,Y, , ,1, , 95100,6,"STALKING (HARASSMENT ONLY, NO THREAT)",5914,FERRIS AVE,70, , ,5914,FERRIS,884978.9,1039581
18-020537,2018-05,04/11/2018 00:01,Y, , ,1, ,204100,4,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,2224,DODIER ST,60, , ,2224,DODIER,904256.3,1026942
18-021733,2018-05,04/11/2018 00:01,Y, , ,1, ,103000,6,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,3527,N TAYLOR AVE,56, , ,3527,TAYLOR,894253.8,1032826
18-015868,2018-05,04/11/2018 04:55,Y, , ,1, , 83000,4,ARSON-KNOWINGLY BURNING/SUCCESS,907,DOCK,64, , ,907,DOCK,0,0
18-021853,2018-05,04/11/2018 06:52,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4422,MAFFITT AVE,57, , ,4422,MAFFITT,893884.9,1030461
