Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
19-001549,2019-03,01/05/2019 11:30, , , ,-1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",2833, ,19, ,:  1ST FL,2833,WINNEBAGO,0,0
19-001276,2019-03,01/05/2019 12:00, , , ,1, , 67601,6,"LARCENY-FROM BUILDING $500 - $24,999",1012,HORNSBY,74, , ,1012,HORNSBY,0,0
19-001276,2019-03,01/05/2019 12:00, , , ,-1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,1012,HORNSBY,74, , ,1012,HORNSBY,0,0
19-009159,2019-03,01/07/2004 13:25,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
19-001545,2019-03,01/09/2019 08:40,Y, , ,1, ,183999,6,DRUGS-SALE/OTHR UNSPEC DRUG,4014,UNION BLVD,70, ,@NORTH PATROL DIVISION,4014,UNION,890074.4,1037079
19-001487,2019-03,01/09/2019 18:06,Y, , ,1, , 36111,4,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS,4150,N GRAND BLVD,67,BOOST MOBILE, ,4150,GRAND,902222.8,1031528
19-012499,2019-03,01/10/2019 00:01,Y, , ,1, ,101000,4,FORGERY,919,N JEFFERSON AVE,59,SCHNUCKS, ,919,JEFFERSON,902219.7,1021301
19-002077,2019-03,01/14/2019 13:08,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,6940,IDAHO AVE,1, , ,6940,IDAHO,889013.6,991172.4
19-010099,2019-03,01/15/2019 08:00,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,1217,LOUISVILLE AVE,44, , ,1217,LOUISVILLE,877972.8,1017770
19-002420,2019-03,01/16/2019 12:33,Y, , ,1, , 91303,5,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,3510,BELT AVE,50, , ,3510,BELT,887650.8,1036905
19-002420,2019-03,01/16/2019 12:33,Y, , ,1, , 91303,5,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,3510,BELT AVE,50, , ,3510,BELT,887650.8,1036905
19-002420,2019-03,01/16/2019 12:33,Y, , ,1, , 91303,5,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,3510,BELT AVE,50, , ,3510,BELT,887650.8,1036905
19-002420,2019-03,01/16/2019 12:33,Y, , ,1, , 91303,5,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,3510,BELT AVE,50, , ,3510,BELT,887650.8,1036905
19-010086,2019-03,01/16/2019 16:30,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,921,MANHATTAN PL,62, ,NUISANCE ABATEMENT PROPERTY,919,JEFFERSON,908580.1,1021740
19-010076,2019-03,01/17/2019 17:10,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1400,N GRAND BLVD,59, ,NUISANCE ABATEMENT PROPERTY,1400,GRAND,898337.4,1024456
19-002806,2019-03,01/18/2019 21:03,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,0,CLARENCE AVE / W FLORISSANT AV,68, , , , ,898905.7,1036540
19-010101,2019-03,01/22/2019 13:24,Y, , ,1, ,112020,5,FRAUD-CREDIT DEVICE/UNDER $150,3935,COTTAGE AVE,56, , ,3935,COTTAGE,897376.9,1027793
19-010063,2019-03,01/23/2019 19:16,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1131,WASHINGTON AVE,35, ,NUISANCE ABATEMENT PROPERTY,1131,WASHINGTON,907214,1018987
19-010069,2019-03,01/23/2019 20:48,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3644,NATURAL BRIDGE AVE,59, ,NUISANCE ABATEMENT PROPERTY,3644,NATURAL BRIDGE,901069.3,1029712
18-003895,2019-03,01/24/2018 13:00,Y, , ,1, ,151110,0,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,6174,KINGSFONT PL,0, , , , ,892793.9,1076992
19-003626,2019-03,01/24/2019 16:22, , , ,-1, ,265321,4,LEAVING SCENE OF ACCIDENT,3851,WASHINGTON,77, , ,3851,WASHINGTON,0,0
19-003638,2019-03,01/24/2019 17:53,Y, , ,1, , 41013,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4115,NEBRASKA AVE,16, , ,919,JEFFERSON,895868.8,1000530
19-003638,2019-03,01/24/2019 17:53,Y, , ,1, , 41013,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4115,NEBRASKA AVE,16, , ,919,JEFFERSON,895868.8,1000530
19-004185,2019-03,01/25/2019 14:11,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,4101,PENNSYLVANIA AVE,16,LIFETOUCH PRESCHOOL PORTRAITS, ,4101,PENNSYLVANIA,895565.4,1000718
19-013191,2019-03,01/26/2019 08:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4528,HARRIS AVE,68, , ,4528,HARRIS,899316.9,1034913
19-011013,2019-03,01/26/2019 08:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,2108,CHIPPEWA ST,18, , ,3516,MISSOURI,899111.3,1002149
19-004132,2019-03,01/27/2019 11:30, , , ,-1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,314,BROADWAY,35, , ,314,BROADWAY,0,0
19-009808,2019-03,01/28/2019 09:00,Y, , ,1, , 69602,4,"LARCENY-ALL OTHER $500 - $24,999",1709,N GRAND BLVD,59, , ,1709,GRAND,898598.1,1025434
19-004201,2019-03,01/28/2019 17:16,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,701,E CARRIE AVE,79, , ,701,CARRIE,900740.4,1038697
19-009837,2019-03,01/28/2019 23:00,Y, , ,1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",5019,NORTHRUP AVE,12, , ,5019,NORTHRUP,886175.6,1014519
19-013155,2019-03,01/30/2019 10:20,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3010,WASHINGTON AVE,37, ,NUSIANCE ABATEMENT PROPERTY,3010,WASHINGTON,899561.6,1020746
19-010090,2019-03,01/31/2019 12:00,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3702,S KINGSHIGHWAY BLVD,15,GAME STOP, ,3702,KINGSHIGHWAY,885297.1,1004818
19-013327,2019-03,01/31/2019 12:00,Y, , ,1, ,115100,6,FRAUD-STEALING BY DECEIT/OVER $150,4281,LEE AVE,68, , ,4281,LEE,897438.6,1034109
19-012214,2019-03,01/31/2019 13:00,Y, , ,1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",1226,OLIVE ST,36,PARK PACIFIC, ,1226,OLIVE,906266,1018212
19-004792,2019-03,02/01/2019 08:00,Y, , ,1, , 21000,6,RAPE -- FORCIBLE,4100,MARCUS AVE,69, , , , ,0,0
19-011357,2019-03,02/01/2019 10:00,Y, , ,1, , 51322,6,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,6161,GARESCHE AVE,76, , ,6161,GARESCHE,888854.8,1045749
19-011560,2019-03,02/01/2019 11:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,2605,N 14TH ST,63, , ,2605,14TH,906671.8,1025623
19-011436,2019-03,02/02/2019 09:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,8224,VIRGINIA AVE,2, , ,8224,VIRGINIA,886823.1,987318.4
19-013216,2019-03,02/02/2019 14:00,Y, , ,1, ,117000,4,FAILURE TO RETURN BORROWED/RENTED VEHICL,2223,WASHINGTON AVE,36, , ,2223,WASHINGTON,902599.4,1020249
19-005008,2019-03,02/02/2019 17:09, , , ,1, , 71030,5,AUTO THEFT-PERM RETNT/JOY RIDE, , ,78, , , , ,0,0
19-005008,2019-03,02/02/2019 17:09, , , ,-1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR, , ,78, , , , ,0,0
19-005050,2019-03,02/02/2019 19:30,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,S 7TH ST / I 55 NORTHBOUND,20, , , , ,906806.1,1012405
19-005050,2019-03,02/02/2019 19:30,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,S 7TH ST / I 55 NORTHBOUND,20, , , , ,906806.1,1012405
19-005050,2019-03,02/02/2019 19:30,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,S 7TH ST / I 55 NORTHBOUND,20, , , , ,906806.1,1012405
19-005163,2019-03,02/03/2019 12:00, , , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,1908,HICKORY,32, , ,1908,HICKORY,0,0
19-005163,2019-03,02/03/2019 12:00, , , ,-1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,1908,HICKORY,32, , ,1908,HICKORY,0,0
19-013021,2019-03,02/03/2019 14:00,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,0,ROMAINE PL,78, , ,0,ROMAINE,881738.6,1033035
19-009910,2019-03,02/03/2019 14:00,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,7427,S BROADWAY,2, , ,7427,BROADWAY,889623.8,988629.2
19-006811,2019-03,02/03/2019 15:05, , , ,-1, ,265321,4,LEAVING SCENE OF ACCIDENT,3106,OLIVE,37,PAPPYS SMOKEHOUSE, ,3106,OLIVE,0,0
19-009320,2019-03,02/04/2019 11:30,Y, , ,1, ,242000,5,DISORDERLY CONDUCT-HARRASSMENT (IF NO THREAT I,1004,GOODFELLOW BLVD,48, , ,1915,OLIVE,881392.6,1029561
19-011914,2019-03,02/04/2019 15:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,8934,RIVERVIEW DR,74,CREATIVE CUSTOMS, ,8934,RIVERVIEW,898266.9,1053467
19-011168,2019-03,02/04/2019 16:30,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4903,GOODFELLOW BLVD,70, , ,4903,GOODFELLOW,887456.6,1043890
19-011382,2019-03,02/05/2019 08:00,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,3514,OREGON AVE,19,PEACE TABERNACLE CHURCH, ,3514,OREGON,896999.3,1004372
19-005468,2019-03,02/05/2019 13:00,Y, , ,1, ,103000,1,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,504,BATES ST,1, , ,504,BATES,892637.8,994365.9
19-009960,2019-03,02/05/2019 15:55,Y, , ,1, , 51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3219,MAGNOLIA AVE,25, , ,3219,MAGNOLIA,895816.9,1009529
19-014136,2019-03,02/06/2019 07:45,Y, , ,1, , 91113,6,SIMPLE ASSAULT-ADULT/NO INJURY,5421,THEKLA AVE,72,ASPIRE ACADEMY,CONFLUENCE ACADEMY,5421,THEKLA,892805.4,1042035
19-010204,2019-03,02/06/2019 13:30,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4249,MICHIGAN AVE,17, , ,4249,MICHIGAN,894746.1,999716.7
19-012122,2019-03,02/06/2019 14:00,Y, , ,1, ,176200,1,SEX OFFNS-SX ABUSE/2ND/VIC 12-13 OR INCAPACITA,600,EILER ST,1, ,1ST FLOOR APARTMENT,600,EILER,0,0
19-005708,2019-03,02/06/2019 19:37,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,7003,MANCHESTER AVE,10,BP, ,7003,MANCHESTER,874483.1,1013173
19-010094,2019-03,02/07/1996 13:02,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
19-010431,2019-03,02/07/2019 10:00,Y, , ,1, ,117000,4,FAILURE TO RETURN BORROWED/RENTED VEHICL,811,SPRUCE ST,35,AVIS @ WESTIN, ,811,SPRUCE,907472.1,1015934
19-010619,2019-03,02/07/2019 21:00,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,3500,VISTA AVE,31,ST LOUIS UNIVERSITY HOSPITAL, ,3500,VISTA,895749,1015082
19-011161,2019-03,02/07/2019 22:50,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5590,W FLORISSANT AVE,72, , ,5590,FLORISSANT,893144.3,1044000
19-010575,2019-03,02/08/2019 08:00,Y, , ,1, , 95100,4,"STALKING (HARASSMENT ONLY, NO THREAT)",800,OLIVE ST,35, , ,800,OLIVE,907992.6,1017744
19-013365,2019-03,02/08/2019 12:13,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,4137,BEETHOVEN AVE,5, , ,4137,BEETHOVEN,888123.8,1002522
19-010837,2019-03,02/08/2019 14:34,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL,8425,S BROADWAY,2, , ,8425,BROADWAY,887328.4,986043.1
19-011062,2019-03,02/08/2019 15:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5,RIVER BLUFF PL,17, , ,5,RIVER BLUFF,895717.4,996224.1
19-006062,2019-03,02/08/2019 18:55, , , ,1, , 71030,5,AUTO THEFT-PERM RETNT/JOY RIDE,521,WHITTIER,38, , ,521,WHITTIER,0,0
19-006062,2019-03,02/08/2019 18:55, , , ,-1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,521,WHITTIER,38, , ,521,WHITTIER,0,0
19-013304,2019-03,02/08/2019 19:00,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,6041,SHULTE AVE,76, , ,6041,SHULTE,890465,1046658
19-006859,2019-03,02/09/2019 01:00,Y, , ,1, , 21000,3,RAPE -- FORCIBLE,3800,PENNSYLVANIA AVE,16, , , , ,0,0
19-011183,2019-03,02/09/2019 10:00,Y, , ,1, ,117000,3,FAILURE TO RETURN BORROWED/RENTED VEHICL,2210,S 7TH ST,20, , ,2210,7TH,905071.1,1009131
19-009929,2019-03,02/09/2019 12:08,Y, , ,1, ,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,622,W COURTOIS ST,2, , ,622,COURTOIS,887302.4,988957.3
19-006285,2019-03,02/10/2019 00:01,Y, , ,1, , 21000,4,RAPE -- FORCIBLE,3000,LACLEDE AVE,37,HARRIS STOWE, ,3000,LACLEDE,0,0
19-011310,2019-03,02/10/2019 22:20,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,7854,BANDERO DR,1, , ,7854,BANDERO,886197.3,989867
19-011423,2019-03,02/11/2019 00:01,Y, , ,1, , 67701,2,LARCENY-FROM BUILDING UNDER $500,4505,SULPHUR AVE,7, , ,4505,SULPHUR,879559.5,1003494
19-011322,2019-03,02/11/2019 03:00,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4720,S BROADWAY,17, , ,4720,BROADWAY,895912.1,996407
19-012138,2019-03,02/11/2019 11:35,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1549,S JEFFERSON AVE,31, , ,1549,JEFFERSON,899869,1013585
19-010773,2019-03,02/11/2019 21:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,N GRAND BLVD / SAINT LOUIS AVE,59, , ,4833,FAIRVIEW,899834.2,1027484
19-007731,2019-03,02/12/2019 11:35,Y, , ,1, ,264100,5,HEALTH-SANITATION VIOL,5833,DR MARTIN LUTHER KING DR,50, , ,5833,DR MARTIN LUTHER KING,882897.6,1033830
19-009926,2019-03,02/12/2019 12:00,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3430,S GRAND BLVD,25, ,@SCHNUCKS- S GRAND AND GRAVOIS,3430,GRAND,893788.8,1005469
19-011961,2019-03,02/12/2019 12:30,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3736,DUNNICA AVE,16, , ,3736,DUNNICA,892140.6,1002837
19-011153,2019-03,02/12/2019 19:00,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,8450,GAST PL,74, ,@BADEN HOUSE,8450,GAST,896704.1,1049972
19-011182,2019-03,02/13/2019 12:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5143,WABADA AVE,52, , ,5143,WABADA,888178.3,1032545
19-006806,2019-03,02/13/2019 15:00,Y, , ,1, ,182250,6,DRUGS-POSSESSION/COCAINE,6119,LILLIAN AVE,76, ,YARD,6119,LILLIAN,888366.5,1044112
19-006858,2019-03,02/13/2019 19:20, , , ,1, , 43026,5,ASSLT-AGGRAV-OTH-WPN-3RD-CHILD-DOMESTIC,4925,NORTHLAND,55, , ,4925,NORTHLAND,0,0
19-006858,2019-03,02/13/2019 19:20, , , ,-1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,4925,NORTHLAND,55, , ,4925,NORTHLAND,0,0
19-012141,2019-03,02/13/2019 20:15,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3751,S JEFFERSON AVE,19, , ,3751,JEFFERSON,898162.7,1002525
19-011358,2019-03,02/14/2019 00:01,Y, , ,1, , 51312,5,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4429,KENNERLY AVE,57, ,APT 5A,4429,KENNERLY,893715.7,1030363
19-012099,2019-03,02/14/2019 00:01,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,7427,S BROADWAY,2, , ,7427,BROADWAY,889623.8,988629.2
19-012383,2019-03,02/14/2019 00:01,Y, , ,1, ,171300,4,SEX OFFNS-STATUATORY RAPE/SECOND,3800,ASHLAND AVE,59, , ,3800,ASHLAND,0,0
19-012284,2019-03,02/14/2019 09:15,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3919,FOLSOM AVE,28, , ,3919,FOLSOM,893014.7,1014957
19-012155,2019-03,02/14/2019 12:00,Y, , ,1, ,242000,2,DISORDERLY CONDUCT-HARRASSMENT (IF NO THREAT I,4939,KEMPER AVE,13, ,@SCHOOL - CLEVELAND NJROTC,4939,KEMPER,885868.3,1008765
19-012146,2019-03,02/14/2019 12:05,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1500,LAFAYETTE AVE,33, , ,1500,LAFAYETTE,903565.4,1012169
19-007014,2019-03,02/14/2019 16:00,Y, , ,1, , 51122,5,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,5461,DELMAR BLVD,49, , ,5461,DELMAR,883561.5,1027076
19-010263,2019-03,02/15/2017 12:00,Y, , ,1, , 51312,4,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,2344,HEBERT ST,60, , ,2344,HEBERT,903754.5,1027729
19-014337,2019-03,02/15/2019 10:30,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,4955,AUBERT CT,53, , ,4955,AUBERT,888311.5,1028511
19-007178,2019-03,02/15/2019 12:00,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,5819,S KINGSHIGHWAY BLVD,6, , ,5819,KINGSHIGHWAY,882283.6,999394.1
19-011389,2019-03,02/15/2019 13:00,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL,4755,MICHIGAN AVE,17, , ,4755,MICHIGAN,894201.4,996428.1
19-013894,2019-03,02/15/2019 15:00,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,2026,RUSSELL BLVD,23, , , , ,901708.8,1010902
19-011529,2019-03,02/15/2019 22:30,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,908,AUBERT AVE,53, , ,908,AUBERT,888399.3,1027249
19-007327,2019-03,02/16/2019 15:30,Y, , ,1, , 21000,4,RAPE -- FORCIBLE,500,CHESTNUT ST,35,TGI FRIDAYS, ,500,CHESTNUT,0,0
19-011348,2019-03,02/16/2019 22:35,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3430,S GRAND BLVD,25, ,@SCHNUCKS- S GRAND AND GRAVOIS,3430,GRAND,893788.8,1005469
19-009983,2019-03,02/17/2019 07:30,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4905,MINNESOTA AVE,17, , ,4905,MINNESOTA,894370.7,995910.2
19-012144,2019-03,02/17/2019 10:16,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4140,S BROADWAY,16, ,@WALGREENS - BROADWAY AND GASCONADE,4140,BROADWAY,897819.1,1000267
19-007416,2019-03,02/17/2019 11:10, , , ,1, , 83000,4,ARSON-KNOWINGLY BURNING/SUCCESS, , ,36, , , , ,0,0
19-007416,2019-03,02/17/2019 11:10, , , ,-1, , 82000,4,ARSON-2ND DEGREE/SUCCESS, , ,36, , , , ,0,0
19-012475,2019-03,02/17/2019 14:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,3252,OHIO AVE,30, , ,3252,OHIO,898235.4,1005824
19-009954,2019-03,02/17/2019 19:00,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,3820,BLOW ST,4, , ,3820,BLOW,886258.4,992735.1
19-007621,2019-03,02/17/2019 19:30,Y, , ,1, , 21000,4,RAPE -- FORCIBLE,1100,WASHINGTON AVE,35, , ,1100,WASHINGTON,0,0
19-012096,2019-03,02/17/2019 21:00,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4377,CHIPPEWA ST,15, , ,4377,CHIPPEWA,886842.2,1004175
19-011354,2019-03,02/18/2019 12:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,4175,HOLLY HILLS BLVD,4,HOLLY HILLS AUTO SERVICE, , , ,885511.2,995969.2
19-013621,2019-03,02/19/2019 06:30,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,1532,GIESEKING LN,73, , ,1532,GIESEKING,893463.8,1048929
19-007659,2019-03,02/19/2019 08:19,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,3977,SCHILLER PL,5, , ,3977,SCHILLER,888338.9,998247.7
19-010703,2019-03,02/19/2019 10:45,Y, , ,1, ,264100,2,HEALTH-SANITATION VIOL,4102,SHAW AVE,27, ,ALLEY,4102,SHAW,891381.9,1013197
19-008068,2019-03,02/19/2019 11:00,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",300,S GRAND BLVD,37, , ,1915,OLIVE,896423.8,1019015
19-012934,2019-03,02/19/2019 13:30,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,1461,ROWAN AVE,78, , ,1461,ROWAN,882343.9,1033693
19-007712,2019-03,02/19/2019 14:00,Y, , ,1, ,130000,1,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",2800,WALSH ST,1, , ,2800,WALSH,891319.6,997026.9
19-007729,2019-03,02/19/2019 15:00,Y, , ,1, , 43023,5,AGG.ASSAULT-OTH DANG WEP/CTZEN CHLD 3RD DEGREE,4145,KENNERLY AVE,57,EMERSON SCHOOL,CHARTER SCHOOL,4145,KENNERLY,896178.5,1029027
19-007727,2019-03,02/19/2019 15:10,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2657,ARMAND PL,24, , ,2657,ARMAND,899273.8,1010664
19-007727,2019-03,02/19/2019 15:10,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2657,ARMAND PL,24, , ,2657,ARMAND,899273.8,1010664
19-007727,2019-03,02/19/2019 15:10,Y, , ,1, , 41021,3,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,2657,ARMAND PL,24, , ,2657,ARMAND,899273.8,1010664
19-007773,2019-03,02/19/2019 16:30,Y, , ,1, , 21000,6,RAPE -- FORCIBLE,5800,LILLIAN AVE,72, ,1ST FLOOR,5800,LILLIAN,0,0
19-007733,2019-03,02/19/2019 16:45,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,5009,WREN AVE,72, , , , ,890306.3,1043084
