Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
19-015554,2019-04,01/27/2019 16:26,Y, , ,1, ,262200,4,PORNAGRAPHY-FURNISHING TO MINOR,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
19-016056,2019-04,01/30/2019 12:00,Y, , ,1, ,121000,4,EMBEZZLEMENT-VALUE OVER $150,2900,MARKET ST,37, , ,2900,MARKET,899614.4,1018642
19-014569,2019-04,01/31/2019 17:29,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
19-015611,2019-04,01/31/2019 22:43,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1415,HICKORY LN,33, , ,1415,HICKORY,904509.8,1013818
19-019637,2019-04,02/01/2019 12:00,Y, , ,1, ,115400,5,STLG BY DECEIT/IDENTITY THEFT REPORT,764,BAYARD AVE,53, , ,764,BAYARD,889224.8,1026735
19-015980,2019-04,02/01/2019 12:00,Y, , ,1, ,112020,6,FRAUD-CREDIT DEVICE/UNDER $150,4258,PRAIRIE AVE,67, , ,4258,PRAIRIE,901435.9,1032822
19-017101,2019-04,02/02/2019 13:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,702,EASTGATE AVE,48, , ,702,EASTGATE,877189,1027976
19-005399,2019-04,02/04/2019 16:00, , , ,-1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4433,PERSHING,38, , ,4433,PERSHING,0,0
19-014500,2019-04,02/06/2019 12:00,Y, , ,1, ,115100,6,FRAUD-STEALING BY DECEIT/OVER $150,4925,LEXINGTON AVE,55, , ,4925,LEXINGTON,891303.8,1034479
19-014378,2019-04,02/06/2019 16:50,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
19-016852,2019-04,02/09/2019 12:28,Y, , ,1, , 51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3659,MERAMEC ST,16, , ,3659,MERAMEC,892829.1,1000865
19-014485,2019-04,02/11/2019 08:00,Y, , ,1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",111,N 7TH ST,35,WAINWRIGHT BUILDING, ,111,7TH,908113.4,1017396
19-018769,2019-04,02/11/2019 15:08,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,8414,HALLS FERRY RD,74, , ,8814,HALLS FERRY,896662.3,1049106
19-013119,2019-04,02/13/2007 00:01,Y, , ,1, ,175400,3,SEX OFFNS-SX MISCONDUCT/SECOND,2800,TEXAS AVE,30, , ,2800,TEXAS,0,0
19-006843,2019-04,02/13/2019 01:00, , , ,-1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,6921,MICHIGAN,1, , ,6921,MICHIGAN,0,0
19-006731,2019-04,02/13/2019 08:30,Y, , ,1, ,263299,0,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,3504,AVONDALE AVE,0, , ,3504,AVONDALE,881312.7,1041267
19-006919,2019-04,02/14/2019 10:38,Y, , ,1, ,183999,1,DRUGS-SALE/OTHR UNSPEC DRUG,4423,PENNSYLVANIA AVE,17, , ,4400,PENNSYLVANIA,895221.6,998585.6
19-014527,2019-04,02/14/2019 12:00,Y, , ,1, , 69602,3,"LARCENY-ALL OTHER $500 - $24,999",0,CAROLINE ST / S THERESA AVE,31, , ,3500,CAROLINE,895967.6,1015531
19-006963,2019-04,02/14/2019 13:53,Y, , ,1, ,182400,1,DRUGS-POSSESSION/MARIJUANA,0,I 55 SOUTHBOUND / LOUGHBOROUGH,1, ,ALIAS I 55 SB/LOUGHBOROUGH, , ,889032,991661.3
19-014408,2019-04,02/16/2019 12:00,Y, , ,1, , 51222,1,BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED,3847,NEOSHO ST,16, ,VICTIMS RENTAL PROPERTY,3847,NEOSHO,890598.9,999755.8
19-007336,2019-04,02/16/2019 20:45,Y, , ,1, , 69602,4,"LARCENY-ALL OTHER $500 - $24,999",1215,N 15TH ST,61, , ,1215,15TH,906346.8,1021391
19-014377,2019-04,02/17/2009 16:48,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
19-017389,2019-04,02/19/2019 15:00,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4025,SCHILLER PL,5, , ,4025,SCHILLER,888049.8,998467.3
19-015046,2019-04,02/20/2019 00:01,Y, , ,1, , 51322,2,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,6231,LORAN AVE,8,GARAGE, ,6231,LORAN,878459.9,1001121
19-008932,2019-04,02/20/2019 08:00,Y, , ,1, ,263210,4,OBSTRUCT GOVRN OP-JUDIC/TMPR WTH WITNESS,205,N 18TH ST,36, ,@RAILTON HOTEL,205,18TH,904158.9,1018716
19-015504,2019-04,02/20/2019 21:30,Y, , ,1, , 21000,6,RAPE -- FORCIBLE,4100,FARLIN,68, , ,4100,FARLIN,0,0
19-015764,2019-04,02/22/2019 09:14,Y, , ,1, ,262100,3,PORNAGRAPHY-PROMOTING,1127,HICKORY ST,34, ,SINGLE FAMILY DWELLING,1127,HICKORY,905423.9,1013560
19-016065,2019-04,02/22/2019 20:30,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,1,BARNES JEWISH HOSPITAL PLZ,38, , ,4024,CAMELLIA,887396.8,1020150
19-008297,2019-04,02/23/2019 01:57, , , ,-1, ,263299,3,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL, , ,16, , , , ,0,0
19-015616,2019-04,02/23/2019 17:40,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1030,LASALLE,34, , ,1030,LASALLE,0,0
19-008618,2019-04,02/25/2019 10:53,Y, , ,1, , 36111,4,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS,501,CHOUTEAU AVE,35, ,#1115359,501,CHOUTEAU,907671.6,1013827
19-014492,2019-04,02/25/2019 16:45,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1020,LOUGHBOROUGH AVE,1,SCHNUCKS, ,1020,LOUGHBOROUGH,888369.9,991903
19-019425,2019-04,02/25/2019 17:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,0,HAMPTON AVE / LORAN AVE,7, , , , ,879348.9,1000991
19-008920,2019-04,02/26/2019 13:30,Y, , ,1, ,183999,1,DRUGS-SALE/OTHR UNSPEC DRUG,4100,FEDERER ST,5, , ,4100,FEDERER,885782.6,996148.4
19-010879,2019-04,02/26/2019 14:00,Y, , ,1, , 71030,1,AUTO THEFT-PERM RETNT/JOY RIDE,3978,ITASKA,5, , ,3978,ITASKA,0,0
19-009353,2019-04,02/26/2019 18:57,Y, , ,1, , 67601,5,"LARCENY-FROM BUILDING $500 - $24,999",6128,BARTMER AVE,48, , ,6128,BARTMER,878749.4,1030597
19-016651,2019-04,02/28/2019 00:01,Y, , ,1, , 69602,1,"LARCENY-ALL OTHER $500 - $24,999",7119,S BROADWAY,1, , ,7119,BROADWAY,890385.8,989489.4
19-017048,2019-04,02/28/2019 06:00,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,3721,COZENS AVE,77, , ,3721,COZENS,897501.2,1025233
19-014349,2019-04,02/28/2019 08:00,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,4710,PRIMM ST,4, , ,4710,PRIMM,880758.1,994075.8
19-014518,2019-04,02/28/2019 17:45,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,3181,GRAVOIS AVE,25, , ,3181,GRAVOIS,895731.5,1007019
19-009234,2019-04,02/28/2019 23:00,Y, , ,1, , 43026,4,ASSLT-AGGRAV-OTH-WPN-3RD-CHILD-DOMESTIC,1212,9TH,62, , ,811,9TH,0,0
19-015677,2019-04,03/01/2019 00:01,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4110,N KINGSHIGHWAY BLVD,69,VACANT RESIDENCE,FOUR FAMILY FLAT,4110,KINGSHIGHWAY,891880.6,1036419
19-018535,2019-04,03/01/2019 01:55,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1212,N 8TH ST,62, ,NUISANCE ABATEMENT PROPERTY,1206,8TH,908854.8,1020688
19-017381,2019-04,03/01/2019 07:00,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,7005,MCCAUSLAND CT,43, , ,7005,MCCAUSLAND,874856.2,1014909
19-018483,2019-04,03/01/2019 09:00,Y, , ,1, ,151110,0,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,2073,POMMARDE DR,0, , ,2073,POMMARDE,830157.9,1042886
19-015810,2019-04,03/01/2019 12:00,Y, , ,1, ,112010,6,FRAUD-CREDIT DEVICE/OVER $150,4439,ASHLAND AVE,56, , ,4439,ASHLAND,894703.5,1032336
19-009701,2019-04,03/02/2019 03:47,Y, , ,1, , 21000,2,RAPE -- FORCIBLE,2100,HAMPTON AVE,12, , ,1900,OLIVE,0,0
19-014634,2019-04,03/02/2019 15:57,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,7877,COSTA PL,1, , ,7877,COSTA,886296.4,989353
19-009677,2019-04,03/02/2019 18:00, , , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",601,LOCUST,35,7TH ST. GARAGE,: 4TH LEVEL SOUTHWEST CORNER,601,LOCUST,0,0
19-009677,2019-04,03/02/2019 18:00, , , ,-1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,601,LOCUST,35,7TH ST. GARAGE,: 4TH LEVEL SOUTHWEST CORNER,601,LOCUST,0,0
19-009563,2019-04,03/02/2019 19:10,Y, , ,1, , 67701,6,LARCENY-FROM BUILDING UNDER $500,4156,FARLIN AVE,68, , ,4156,FARLIN,897643.5,1032911
19-009651,2019-04,03/02/2019 23:00,Y, , ,1, , 21000,6,RAPE -- FORCIBLE,4600,CLAXTON AVE,71, , ,4600,CLAXTON,0,0
19-015581,2019-04,03/03/2019 10:09,Y, , ,1, ,103000,2,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,1618,TOWER GROVE AVE,28, , ,1618,TOWER GROVE,890131.3,1014630
19-014639,2019-04,03/03/2019 13:07,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5542,S 37TH ST,3, , ,5542,37TH,890042.1,996649.9
19-014879,2019-04,03/03/2019 21:00,Y, , ,1, , 67601,1,"LARCENY-FROM BUILDING $500 - $24,999",7850,RIO SILVA PL,1, , ,7850,RIO SILVA,886065.6,989710.8
19-018541,2019-04,03/04/2019 09:58,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2534,N GRAND BLVD,59, ,@HOTEL- GRAND MOTEL,2534,GRAND,899572.2,1026783
19-015362,2019-04,03/04/2019 12:00,Y, , ,1, , 67601,2,"LARCENY-FROM BUILDING $500 - $24,999",5536,WALSH ST,7, , ,5536,WALSH,880579.6,1001058
19-011258,2019-04,03/04/2019 12:00,Y, , ,1, ,183999,3,DRUGS-SALE/OTHR UNSPEC DRUG,2829,MAGNOLIA AVE,24, , ,919,JEFFERSON,897654.5,1009039
19-019463,2019-04,03/04/2019 13:30,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1410,OHIO AVE,31, , ,1410,OHIO,899701.4,1014582
19-009797,2019-04,03/04/2019 15:19,Y, , ,1, ,182130,5,DRUGS-POSSESSION/HEROIN,5235,TERRY AVE,52, ,SEARCH WARRANT,2900,NEWSTEAD,888516.2,1034005
19-014811,2019-04,03/05/2018 20:00,Y, , ,1, , 73313,3,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48,3317,HALLIDAY AVE,25, , ,3317,HALLIDAY,895482.8,1009242
19-019233,2019-04,03/05/2019 11:00,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,618,ROBERT AVE,2, , ,618,ROBERT,888586.8,990347.3
19-009967,2019-04,03/05/2019 12:00,Y, , ,1, ,183130,4,DRUGS-SALE/HEROIN,0,N 14TH ST / SAINT LOUIS AVE,63, , , , ,906598.8,1026158
19-010040,2019-04,03/06/2019 07:35,Y, , ,1, ,151110,4,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,2157,PALM ST,65, , ,2157,PALM,904531.4,1028106
19-016371,2019-04,03/06/2019 09:00,Y, , ,1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",1015,PARK AVE,34, , ,1015,PARK,905579.6,1012632
19-018320,2019-04,03/06/2019 10:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3014,N 25TH ST,60, ,NUISANCE ABATEMENT PROPERTY,3014,25TH,903461.9,1027231
19-014754,2019-04,03/06/2019 12:00,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,1124,S 13TH ST,33, , ,1124,13TH,904954.1,1014006
19-018552,2019-04,03/06/2019 14:30,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2005,N 13TH ST,63, ,NUISANCE ABATEMENT PROPERTY,2005,13TH,907813,1024047
19-014487,2019-04,03/06/2019 16:00,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,3416,COOK AVE,77,ST LOUIS PUBLIC SCHOOLS BLDG AND GR, ,3416,COOK,898208.2,1023021
19-014652,2019-04,03/06/2019 17:10,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1020,LOUGHBOROUGH AVE,1, ,@SCHNUCKS - LOUGHBOROUGH,1020,LOUGHBOROUGH,888369.9,991903
19-014645,2019-04,03/06/2019 20:35,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,7875,GOYA PL,1, , ,7875,GOYA,886366.9,989294.9
19-017564,2019-04,03/07/2019 08:00,Y, , ,1, , 71030,6,AUTO THEFT-PERM RETNT/JOY RIDE,5100,DURANT AVE,71, , ,5100,DURANT,893028.6,1039693
19-018313,2019-04,03/07/2019 21:26,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1126,VINSON ST,61, ,NUISANCE ABATEMENT PROPERTY,1126,VINSON,904467.6,1021537
19-010393,2019-04,03/08/2019 09:00,Y, , ,1, ,151110,5,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,640,ROSEDALE AVE,48, , ,640,ROSEDALE,878579.6,1027817
19-010406,2019-04,03/08/2019 11:21,Y, , ,1, ,151200,4,WEAPONS-STATE VIOL/UNLWFL TRANSFER,1915,OLIVE ST,36, , ,1915,OLIVE,903703.7,1019090
19-010440,2019-04,03/08/2019 14:34,Y, , ,1, ,183130,5,DRUGS-SALE/HEROIN,4559,EVANS AVE,54, ,SINGLE FAMILY,4559,EVANS,891430.7,1028438
19-010636,2019-04,03/09/2019 14:00,Y, , ,1, , 43024,5,ASSLT-AGGRAV-OTH-WPN-1ST-CHILD-DOMESTIC,4749,WASHINGTON AVE,38, , ,4749,WASHINGTON,888888.5,1025783
19-011381,2019-04,03/09/2019 17:30, , , ,1, , 71040,3,AUTO THEFT-PERM RETNT/ATTEMPT,2616,LEMP,22, , , , ,0,0
19-011381,2019-04,03/09/2019 17:30, , , ,-1, , 65601,3,"LARCENY-MTR VEH PARTS $500 - $24,999",2616,LEMP,22, , , , ,0,0
19-016341,2019-04,03/10/2018 08:00,Y, , ,1, ,122000,2,EMBEZZLEMENT-VALUE UNDER $150,1,GOVERNMENT DR,82,ST LOUIS ZOOLOGICAL PARK,@FOREST PARK - ZOO,1,GOVERNMENT,880639.5,1020186
19-018308,2019-04,03/10/2019 00:30,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1401,CHOUTEAU AVE,36,NUISANCE ABATEMENT PROPERTY,@AMOCO - 14TH AND CHOUTEAU,1401,CHOUTEAU,904521.8,1014630
19-015336,2019-04,03/10/2019 07:45,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,4244,CALIFORNIA AVE,17, , ,4244,CALIFORNIA,896554.2,999472.1
19-017578,2019-04,03/10/2019 11:50,Y, , ,1, ,264100,3,HEALTH-SANITATION VIOL,3920,VIRGINIA AVE,16, , ,3935,VIRGINIA,894622,1002010
19-010797,2019-04,03/11/2019 04:00, , , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3300,WYOMING,25, ,@FRIEND OF THE VICTIM`S RESIDENCE,3311,HUMPHREY,0,0
19-010797,2019-04,03/11/2019 04:00, , , ,-1, , 38111,3,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL,3300,WYOMING,25, ,@FRIEND OF THE VICTIM`S RESIDENCE,3311,HUMPHREY,0,0
19-014659,2019-04,03/11/2019 08:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4234,HOLLY AVE,68, , ,4234,HOLLY,897504.3,1034716
19-015346,2019-04,03/11/2019 13:30,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2625,LAFAYETTE AVE,31, ,@HOTEL- HOLIDAY INN EXPRESS,2625,LAFAYETTE,899595.5,1013003
19-014176,2019-04,03/11/2019 13:33,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
19-010929,2019-04,03/11/2019 17:00,Y, , ,1, ,241100,2,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,5055,ARSENAL ST,13, ,@SCHNUCKS - ARSENAL,5055,ARSENAL,884765.6,1009623
19-016681,2019-04,03/11/2019 22:00,Y, , ,1, , 67601,2,"LARCENY-FROM BUILDING $500 - $24,999",5055,ARSENAL ST,13, ,@SCHNUCKS - ARSENAL,5055,ARSENAL,884765.6,1009623
19-018098,2019-04,03/12/2019 01:00,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1547,GIESEKING LA,73, , ,1547,GIESEKING,893203.7,1049119
19-016803,2019-04,03/12/2019 05:00,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4321,MORGANFORD RD,5, , ,4321,MORGANFORD,887556.6,1003454
19-015614,2019-04,03/12/2019 12:50,Y, , ,1, , 92000,1,SIMPLE ASSAULT-HARRASSMENT,6421,S KINGSHIGHWAY BLVD,6, , ,6421,KINGSHIGHWAY,881728.6,997723.9
19-011110,2019-04,03/12/2019 15:39, , , ,-1, , 92000,2,SIMPLE ASSAULT-HARRASSMENT,1017,GRAHAM,42, , ,1017,GRAHAM,0,0
19-011091,2019-04,03/12/2019 20:46,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1500,CASS AVE,61, ,PRESERVATION PLACE APARTMENTS,1451,OFALLON,906523.9,1021998
19-011091,2019-04,03/12/2019 20:46,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1500,CASS AVE,61, ,PRESERVATION PLACE APARTMENTS,1451,OFALLON,906523.9,1021998
19-018564,2019-04,03/12/2019 21:45,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1833,CARR ST,61, ,NUISANCE ABATEMENT PROPERTY,1833,CARR,904607.8,1021593
19-011130,2019-04,03/13/2019 06:45,Y, , ,1, ,263299,1,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,7517,VIRGINIA AVE,2, , ,7517,VIRGINIA,888356.7,989350.3
19-018082,2019-04,03/13/2019 15:01,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1903,ST LOUIS AVE,60, , ,1903,ST LOUIS,905608,1026091
19-015586,2019-04,03/13/2019 19:01,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4030,CALIFORNIA AVE,16, , ,4030,CALIFORNIA,896788.1,1000924
19-011266,2019-04,03/13/2019 20:40, , , ,1, , 38118,2,ROBBERY CARJACKING /KNIFE USED/SUCCESSFUL,4120,SHAW,27, , ,4069,SHAW,0,0
19-011266,2019-04,03/13/2019 20:40, , , ,-1, , 31211,2,ROBBERY-HIGHWAY    /KNIFE USED/SUCCESSFUL,4120,SHAW,27, , ,4069,SHAW,0,0
19-011565,2019-04,03/13/2019 22:00,Y, , ,1, ,204100,2,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,6652,HANCOCK AVE,9, , ,1465,GRAND,876217.9,1007648
19-015607,2019-04,03/13/2019 23:29,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3644,KOSCIUSKO ST,18, , ,3644,KOSCIUSKO,901120.1,1002738
19-018125,2019-04,03/14/2019 00:30,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,8538,N BROADWAY,74, , ,8538,BROADWAY,897551.8,1050474
19-015784,2019-04,03/14/2019 12:00,Y, , ,1, ,112020,6,FRAUD-CREDIT DEVICE/UNDER $150,4987,PLOVER AVE,72, , ,4987,PLOVER,890361.9,1042691
19-014034,2019-04,03/14/2019 13:00,Y, , ,1, ,264100,3,HEALTH-SANITATION VIOL,3555,NEBRASKA AVE,19, , ,3547,NEBRASKA,896432.4,1004085
19-011520,2019-04,03/14/2019 22:00,Y, , ,1, , 52312,4,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,3001,LOCUST ST,37, , ,3001,LOCUST,899659.3,1020573
19-016822,2019-04,03/14/2019 22:15,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3661,BATES ST,3, , ,3661,BATES,889955.6,996379.8
19-017410,2019-04,03/15/2019 10:00,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,3674,GRAVOIS AVE,15, , ,3674,GRAVOIS,892611.1,1004341
18-044603,2019-04,03/16/2018 00:01,Y, , ,1, ,263299,4,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,1114,MARKET ST,35,CIRCUIT ATTORNEY S OFFICE, ,1114,MARKET,906569.1,1017219
