Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
19-020969,2019-05,03/12/2019 18:06,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL,4746,S GRAND BLVD,16, , ,4746,GRAND,891671.1,997644.6
19-024445,2019-05,03/12/2019 18:06,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL,4746,S GRAND BLVD,16, , ,4746,GRAND,891671.1,997644.6
19-011091,2019-05,03/12/2019 20:46,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1500,CASS AVE,61, ,PRESERVATION PLACE APARTMENTS,1451,OFALLON,906523.9,1021998
19-011171,2019-05,03/13/2019 12:00,Y, , ,1, ,263299,4,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,N FLORISSANT AVE / SAINT LOUIS,60, , , , ,905889.4,1025974
19-025707,2019-05,03/16/2019 00:28,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2851,GRAVOIS AVE,24, ,@QT - GRAVOIS / NEBRASKA,2851,GRAVOIS,897916.5,1008451
19-019711,2019-05,03/16/2019 08:46,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,8319,CHURCH RD,74, , ,8300,CHURCH,896346.3,1048600
19-020944,2019-05,03/17/2019 11:00,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,4024,S BROADWAY,18, , ,4024,BROADWAY,898121.1,1000763
19-021115,2019-05,03/17/2019 17:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1213,N 15TH ST,61, ,NUISANCE ABATEMENT PROPERTY,1213,15TH,906334.5,1021336
19-018773,2019-05,03/17/2019 18:05,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4639,LABADIE AVE,56, , ,4639,LABADIE,892790,1032193
19-021120,2019-05,03/18/2019 20:20,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,823,COLE ST,62, ,NUISANCE ABATEMENT PROPERTY,823,COLE,908588.6,1020009
19-025700,2019-05,03/19/2019 12:30,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3518,S GRAND BLVD,25, , ,3518,GRAND,893530.5,1004900
19-023785,2019-05,03/19/2019 13:32,Y, , ,1, ,112010,2,FRAUD-CREDIT DEVICE/OVER $150,920,S TAYLOR AVE,39,HOME 2 SUITES BY HILTON, ,920,TAYLOR,888938.8,1018711
19-015511,2019-05,03/19/2019 15:30,Y, , ,1, , 43024,5,ASSLT-AGGRAV-OTH-WPN-1ST-CHILD-DOMESTIC,1355,GRANVILLE PL,78,NAT RIVERS PLACE APARTMENTS, ,1355,GRANVILLE,884098.1,1031118
19-023362,2019-05,03/19/2019 17:25,Y, , ,1, ,264100,5,HEALTH-SANITATION VIOL,5867,PAGE BLVD,78, , ,1225,GOODFELLOW,881630.8,1032263
19-021267,2019-05,03/20/2019 08:15,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4828,N BROADWAY,64, ,@HOTEL- FIRST WESTERN INN,4828,BROADWAY,904588.8,1034757
19-023173,2019-05,03/20/2019 12:00,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,6821,S BROADWAY,1, , ,6821,BROADWAY,891114,990306.9
19-025012,2019-05,03/20/2019 14:00,Y, , ,1, , 67601,2,"LARCENY-FROM BUILDING $500 - $24,999",6646,CLAYTON AVE,44, , ,6646,CLAYTON,877257.5,1018263
19-020711,2019-05,03/21/2019 00:01,Y, , ,1, ,117000,2,FAILURE TO RETURN BORROWED/RENTED VEHICL,3260,S KINGSHIGHWAY BLVD,15,ENTERPRISE RENT-A-CAR, ,3260,KINGSHIGHWAY,886068.4,1007486
19-020729,2019-05,03/21/2019 00:01,Y, , ,1, , 67701,2,LARCENY-FROM BUILDING UNDER $500,3635,VISTA AVE,29,ST LOUIS UNIVERSITY HOSPITAL, ,1325,GRAND,894354.8,1015713
19-018772,2019-05,03/21/2019 02:46,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3730,GOODFELLOW BLVD,70, ,@RALLYS- GOODFELLOW,3730,GOODFELLOW,885748.6,1038969
19-021138,2019-05,03/21/2019 14:45,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2511,W HEBERT ST,60, ,NUISANCE ABATEMENT PROPERTY,2511,HEBERT,902975.6,1028171
19-023925,2019-05,03/22/2019 09:00,Y, , ,1, , 67601,2,"LARCENY-FROM BUILDING $500 - $24,999",4047,JUNIATA ST,15, ,@MANN SCHOOL,4047,JUNIATA,890332.9,1008207
19-021265,2019-05,03/22/2019 22:25,Y, , ,1, ,266510,6,PUBLIC ORDER-TRESPASSING,3730,GOODFELLOW BLVD,70, ,@RALLYS- GOODFELLOW,3730,GOODFELLOW,885748.6,1038969
19-021101,2019-05,03/22/2019 23:25,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1515,N 13TH ST,60, ,NUISANCE ABATEMENT PROPERTY,1515,13TH,907555.6,1022698
19-021269,2019-05,03/22/2019 23:49,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,6001,W FLORISSANT AVE,73, , ,6001,FLORISSANT,891175.6,1047253
19-021282,2019-05,03/23/2019 10:00,Y, , ,1, ,112010,2,FRAUD-CREDIT DEVICE/OVER $150,3503,BAMBERGER AVE,15, , ,3503,BAMBERGER,892167.1,1005372
19-012800,2019-05,03/23/2019 10:36,Y, , ,1, , 21000,4,RAPE -- FORCIBLE,100,MORGAN ST,35, ,@BIG DADDYS,100,MORGAN,0,0
19-021268,2019-05,03/23/2019 12:30,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,8815,N BROADWAY,74, , ,8815,BROADWAY,897615.1,1052696
19-013228,2019-05,03/24/2019 00:01,Y, , ,1, ,204100,4,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,732,CARR ST,62, , ,1465,GRAND,909085.3,1020208
19-012879,2019-05,03/24/2019 04:25, , , ,-1, , 91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",2809, ,24, , ,2809,MAGNOLIA,0,0
19-020513,2019-05,03/25/2019 03:43,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3622,PAGE BLVD,77, ,@EBONY MOTEL,3622,PAGE,897824.8,1024131
19-020540,2019-05,03/25/2019 03:45,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1434,HOGAN ST,61, ,NUISANCE ABATEMENT PROPERTY,1434,HOGAN,905305.6,1022738
19-021336,2019-05,03/25/2019 07:00,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,3204,GREER AVE,59, , ,3204,GREER,900809.4,1028017
19-021849,2019-05,03/25/2019 12:00,Y, , ,1, , 66601,4,"LARCENY-BICYCLES $500 - $24,999",300,S GRAND BLVD,37, , ,300,GRAND,896423.8,1019015
19-020504,2019-05,03/26/2019 15:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1131,WASHINGTON AVE,35, ,NUISANCE ABATEMENT PROPERTY,1131,WASHINGTON,907214,1018987
19-013244,2019-05,03/26/2019 15:45,Y, , ,1, ,151130,4,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,6940,OLIVE,36,CITY GEAR DEPARTMENT STORE, ,6940,OLIVE,906177.4,1016672
19-025721,2019-05,03/27/2019 22:00,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3600,SALENA ST,18, , ,3600,SALENA,900095.8,1003263
19-022613,2019-05,03/28/2019 12:00,Y, , ,1, ,115100,6,FRAUD-STEALING BY DECEIT/OVER $150,4507,MARGARETTA AVE,69, , ,4507,MARGARETTA,895045,1034219
19-021032,2019-05,03/28/2019 15:11,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,6321,W FLORISSANT AVE,73, , ,6321,FLORISSANT,890021.6,1048878
19-020550,2019-05,03/30/2019 02:35,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1949,HEBERT ST,63, ,NUISANCE ABATEMENT PROPERTY,1949,HEBERT,905456.6,1027515
19-020677,2019-05,03/30/2019 06:00,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4101,GRAVOIS AVE,16, ,@QT - GRAVOIS / CHIPPEWA,4101,GRAVOIS,889849,1003566
19-021099,2019-05,03/30/2019 10:00,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,5229,GRAVOIS AVE,5, , ,5229,GRAVOIS,885983.1,999924.3
19-020741,2019-05,03/31/2019 20:15,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2607,GRAVOIS AVE,24, , ,2607,GRAVOIS,899242.4,1009280
19-025166,2019-05,04/01/2019 00:01,Y, , ,1, ,121000,4,EMBEZZLEMENT-VALUE OVER $150,1800,N BROADWAY,64, , ,1800,BROADWAY,909904.6,1023686
19-020372,2019-05,04/01/2019 09:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,302,SCHIRMER ST,2, , ,302,SCHIRMER,888673.6,988413.3
19-021970,2019-05,04/01/2019 12:00,Y, , ,1, ,112010,6,FRAUD-CREDIT DEVICE/OVER $150,6013,NATURAL BRIDGE AVE,70, , ,6013,NATURAL BRIDGE,884510.7,1039892
19-022185,2019-05,04/01/2019 12:00,Y, , ,1, ,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,6044,THEKLA AVE,76, , ,6044,THEKLA,889685.7,1045386
19-021994,2019-05,04/01/2019 12:00,Y, , ,1, ,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,5434,EMERSON AVE,71, , ,5434,EMERSON,893676.8,1042380
19-023727,2019-05,04/01/2019 12:40,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1100,N 9TH ST,62, ,NUSIANCE ABATEMENT PROPERTY,1100,9TH,908442.5,1020385
19-020578,2019-05,04/01/2019 13:30,Y, , ,1, , 67601,5,"LARCENY-FROM BUILDING $500 - $24,999",4756,HIGHLAND AVE,55, , ,4756,HIGHLAND,890950.4,1031243
19-023151,2019-05,04/01/2019 14:38,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3453,POTOMAC ST,19, , ,3453,POTOMAC,894091.8,1005120
19-019890,2019-05,04/01/2019 18:33,Y, , ,1, , 67601,2,"LARCENY-FROM BUILDING $500 - $24,999",5315,DONOVAN AVE,8, , ,5315,DONOVAN,876040.1,1001580
19-019850,2019-05,04/02/2019 10:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,6855,MANCHESTER AVE,43,RAFFERTY AUTOMOTIVE, ,6855,MANCHESTER,875455.6,1013741
19-022008,2019-05,04/02/2019 12:00,Y, , ,1, ,117000,4,FAILURE TO RETURN BORROWED/RENTED VEHICL,800,WASHINGTON AVE,35,@HERTZ RENTAL,@HOTEL- RENAISSANCE GRAND HOTEL,800,WASHINGTON,908187.4,1018534
19-023462,2019-05,04/02/2019 15:40,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4126,W FLORISSANT AVE,68, , ,4126,FLORISSANT,900142.6,1034662
19-020909,2019-05,04/03/2019 09:00,Y, , ,1, ,112010,2,FRAUD-CREDIT DEVICE/OVER $150,6523,BRADLEY AVE,9, , ,6523,BRADLEY,877035.4,1009050
19-021990,2019-05,04/03/2019 12:00,Y, , ,1, ,112010,5,FRAUD-CREDIT DEVICE/OVER $150,1448,LAUREL ST,78, , ,1448,LAUREL,882693.4,1033263
19-020505,2019-05,04/04/2019 09:00,Y, , ,1, ,101000,2,FORGERY,3881,GRAVOIS AVE,15, ,@US BANK - GRAVOIS,3881,GRAVOIS,891456.4,1004460
19-022112,2019-05,04/04/2019 10:30,Y, , ,1, ,112020,4,FRAUD-CREDIT DEVICE/UNDER $150,4314,N GRAND BLVD,67, ,FAMILY DOLLAR,919,JEFFERSON,902522.3,1032298
19-023287,2019-05,04/04/2019 14:20,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1434,HOGAN ST,61, ,NUISANCE ABATEMENT PROPERTY,1434,HOGAN,905305.6,1022738
19-022186,2019-05,04/04/2019 15:05,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,6169,TENNESSEE AVE,1, , ,6169,TENNESSEE,889437.3,994046.8
19-022592,2019-05,04/04/2019 22:08,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5622,W FLORISSANT AVE,72, , ,5622,FLORISSANT,892956.1,1044271
19-022593,2019-05,04/04/2019 22:15,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,6001,W FLORISSANT AVE,73, , ,6001,FLORISSANT,891175.6,1047253
19-021825,2019-05,04/05/2019 03:30,Y, , ,1, , 51322,4,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,1307,WASHINGTON AVE,36,FASHION SQUARE LOFTS, ,1306,WASHINGTON,906270.8,1019053
19-020730,2019-05,04/05/2019 08:28,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3846,S GRAND BLVD,16, , ,3846,GRAND,893423.6,1002800
19-020897,2019-05,04/05/2019 08:43,Y, , ,1, ,103000,2,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,6227,WALSH ST,8, , ,6227,WALSH,878210.6,1001560
19-022591,2019-05,04/05/2019 17:15,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4700,BIRCHER BLVD,69, , ,4700,BIRCHER,895152.2,1037234
19-024959,2019-05,04/05/2019 22:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1947,SEMPLE AVE,50, , ,1947,SEMPLE,885900.8,1033418
19-015202,2019-05,04/05/2019 22:15,Y, , ,1, ,266510,2,PUBLIC ORDER-TRESPASSING,3171,S GRAND BLVD,15,THE VINE,RESTAURANT,3171,GRAND,893648.5,1007553
19-023294,2019-05,04/06/2019 03:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1447,OFALLON ST,61, ,NUISANCE ABATEMENT PROPERTY,1447,OFALLON,906561.6,1022276
19-019337,2019-05,04/06/2019 11:00,Y, , ,1, , 41026,6,ASSLT-AGGRAV-FIREARM-3RD-CHILD-DOMESTIC,8200,N BROADWAY,74, , , ,HQ,897219.3,1048032
19-019337,2019-05,04/06/2019 11:00,Y, , ,1, , 41016,6,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,8200,N BROADWAY,74, , , ,HQ,897219.3,1048032
19-023714,2019-05,04/06/2019 17:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3014,N 25TH ST,60, ,NUISANCE ABATEMENT PROPERTY,3014,25TH,903461.9,1027231
19-015142,2019-05,04/06/2019 19:30,Y, , ,1, ,179210,5,SEX OFFNS-CHILD MOLESTATION-FIRST DEGREE,4200,E MAFFITT AVE,57, , ,4200,MAFFITT,0,0
19-023056,2019-05,04/07/2019 12:00,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3811,NEOSHO ST,16, , ,3811,NEOSHO,890930.6,999538.8
19-023056,2019-05,04/07/2019 12:00, , , ,-1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3811,NEOSHO ST,16, , ,3811,NEOSHO,890930.6,999538.8
19-015273,2019-05,04/07/2019 17:23,Y, , ,1, , 41021,4,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,0,N GRAND BLVD / LEE AVE,67, , , , ,902049.2,1031450
19-015273,2019-05,04/07/2019 17:23,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,N GRAND BLVD / LEE AVE,67, , , , ,902049.2,1031450
19-015273,2019-05,04/07/2019 17:23,Y, , ,1, , 41021,4,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,0,N GRAND BLVD / LEE AVE,67, , , , ,902049.2,1031450
19-015273,2019-05,04/07/2019 17:23,Y, , ,1, , 41021,4,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,0,N GRAND BLVD / LEE AVE,67, , , , ,902049.2,1031450
19-015273,2019-05,04/07/2019 17:23,Y, , ,1, , 41021,4,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,0,N GRAND BLVD / LEE AVE,67, , , , ,902049.2,1031450
19-015273,2019-05,04/07/2019 17:23,Y, , ,1, , 41201,4,AGG.ASSAULT-FIREARM/POLC.OFFICER  1ST DEGREE,0,N GRAND BLVD / LEE AVE,67, , , , ,902049.2,1031450
19-015273,2019-05,04/07/2019 17:23,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,N GRAND BLVD / LEE AVE,67, , , , ,902049.2,1031450
19-023721,2019-05,04/07/2019 22:50,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,709,BIDDLE ST,62, ,NUISANCE ABATEMENT PROPERTY,709,BIDDLE,909174.2,1020603
19-021103,2019-05,04/08/2019 00:01,Y, , ,1, ,103000,4,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,2539,E SULLIVAN AVE,60, ,@ U S WIPING MATERIALS,2539,SULLIVAN,903315.1,1027573
19-015404,2019-05,04/08/2019 11:40,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,323,FILLMORE ST,1, , ,323,FILLMORE,892512.3,993109.1
19-020681,2019-05,04/08/2019 15:00,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3743,DELOR ST,16, , ,3743,DELOR,890722,998155
19-025717,2019-05,04/08/2019 21:30,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3751,S JEFFERSON AVE,19, , ,3751,JEFFERSON,898162.7,1002525
19-025133,2019-05,04/09/2019 08:15,Y, , ,1, ,115400,4,STLG BY DECEIT/IDENTITY THEFT REPORT,1915,OLIVE ST,36, , ,1915,OLIVE,903703.7,1019090
19-024967,2019-05,04/09/2019 12:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4500,SCOTT AVE,38, , ,1840,BIDDLE,888832,1020129
19-022225,2019-05,04/09/2019 16:26,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,932,LOUGHBOROUGH AVE,1,LOUGHBOROUGH COMMONS, ,932,LOUGHBOROUGH,888524.2,991611.8
19-019973,2019-05,04/10/2019 09:00,Y, , ,1, ,266510,1,PUBLIC ORDER-TRESPASSING,5008,RAY AVE,5, , ,5008,RAY,888063.9,999697.9
19-020528,2019-05,04/10/2019 11:35,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3430,S GRAND BLVD,25, ,@SCHNUCKS- S GRAND AND GRAVOIS,3430,GRAND,893788.8,1005469
19-015808,2019-05,04/10/2019 12:30,Y, , ,1, ,182130,5,DRUGS-POSSESSION/HEROIN,918,UNION BLVD,51, ,@SOLDAN HIGH SCHOOL,918,UNION,885248.8,1027486
19-023740,2019-05,04/10/2019 13:46,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3710,N GRAND BLVD,67, ,NUISANCE ABATEMENT PROPERTY,3710,GRAND,901258.3,1029801
19-018222,2019-05,04/10/2019 16:00,Y, , ,1, ,171300,5,SEX OFFNS-STATUATORY RAPE/SECOND,5900,WABADA AVE,50, , ,5900,WABADA,0,0
