Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
18-057315,2018-12,04/26/2017 07:01,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-057581,2018-12,04/26/2017 13:08,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-057559,2018-12,04/28/2018 12:00,Y, , ,1, ,112010,6,FRAUD-CREDIT DEVICE/OVER $150,8927,HALLS FERRY RD,74, , ,8927,HALLS FERRY,894806.4,1051057
18-059957,2018-12,05/01/2017 09:18,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-058387,2018-12,05/01/2017 12:00,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,1109,BELT AVE,48, , ,1109,BELT,883699.3,1029539
18-057924,2018-12,05/14/2018 10:43,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-022122,2018-12,05/17/2018 17:00, , , ,1, ,241100,2,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,3655,GRAND,15,ACE CASH EXPRESS, ,3655,GRAND,0,0
18-022122,2018-12,05/17/2018 17:00, , , ,-1, , 41013,2,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3655,GRAND,15,ACE CASH EXPRESS, ,3655,GRAND,0,0
18-058398,2018-12,05/22/2018 16:00,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",1000,WASHINGTON AVE,35, , ,1000,WASHINGTON,907483,1018737
18-060207,2018-12,05/24/2018 21:00,Y, , ,1, ,204100,5,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,4144,ST LOUIS AVE,57, , ,4144,ST LOUIS,896436,1029503
18-024338,2018-12,05/30/2018 11:00, , , ,-1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",3007,OSAGE,16, , ,3007,OSAGE,0,0
18-059798,2018-12,06/01/2018 08:00,Y, , ,1, , 69602,6,"LARCENY-ALL OTHER $500 - $24,999",5601,HALL ST,79, , ,5601,HALL,903730.9,1038194
18-057979,2018-12,06/01/2018 12:00,Y, , ,1, , 69703,4,LARCENY-ALL OTH/FRM PRSN/UNDER $500,750,N 16TH ST,36,CITY MUSEUM, ,6100,LUCILLE,905491.3,1019784
18-058079,2018-12,06/06/2016 10:34,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-059955,2018-12,06/07/2017 09:17,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-057926,2018-12,06/07/2018 10:45,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-059931,2018-12,06/10/2018 22:00,Y, , ,1, , 67601,2,"LARCENY-FROM BUILDING $500 - $24,999",3201,JANUARY AVE,7,HAMPTON GARDEN APARTMENTS, ,3201,JANUARY,880725.8,1008972
18-059475,2018-12,06/12/2018 12:00,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,2701,UTAH ST,30, , ,2701,UTAH,898098,1005838
18-059691,2018-12,06/17/2018 00:01,Y, , ,1, , 91124,4,"ASSAULT, CHILD, AGE 16 AND UNDR-DOMESTIC",700,CLARK AVE,35, ,@BUSCH STADIUM,700,CLARK,907901.1,1016212
18-057715,2018-12,06/21/2006 08:48,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-057749,2018-12,06/22/2018 11:30,Y, , ,1, ,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT,4961,MIAMI ST,14, , ,4961,MIAMI,884707.5,1005866
18-029772,2018-12,06/29/2018 16:12,Y, , ,1, , 92000,4,SIMPLE ASSAULT-HARRASSMENT,1114,MARKET ST,35, ,@DISTRICT COURT,1114,MARKET,906569.1,1017219
18-060765,2018-12,07/01/2016 12:00,Y, , ,1, , 21000,6,RAPE -- FORCIBLE,4700,SACRAMENTO AVE,69, , ,4700,SACRAMENTO,0,0
18-030133,2018-12,07/01/2018 19:30, , , ,-1, , 83000,1,ARSON-KNOWINGLY BURNING/SUCCESS,330,HURCK,2,VICTIM`S RESIDENCE, ,330,HURCK,0,0
18-058082,2018-12,07/07/2015 10:36,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-057320,2018-12,07/09/2018 07:34,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-058083,2018-12,07/09/2018 10:37,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-058834,2018-12,07/13/2009 07:54,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-058867,2018-12,07/13/2009 12:12,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-059848,2018-12,07/13/2009 14:20,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-056041,2018-12,07/13/2018 15:30, , , ,-1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",701,CONVENTION PZ,35, , ,2900,CHOUTEAU,0,0
18-032947,2018-12,07/17/2018 20:00, , , ,-1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",212,KINGSHIGHWAY,38,CHASE PARK PLAZA, ,212,KINGSHIGHWAY,0,0
18-057316,2018-12,07/20/2018 08:00,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4216,BATES ST,5, , ,4216,BATES,886632.4,998316.3
18-056258,2018-12,08/01/2018 00:01,Y, , ,1, , 91123,1,SIMPLE ASSAULT-CHILD/NO INJURY,4238,CALIFORNIA AVE,17, , ,3112,MERAMEC,896564.9,999537.5
18-036158,2018-12,08/04/2018 17:07, , , ,-1, ,115400,3,STLG BY DECEIT/IDENTITY THEFT REPORT,3510,RUSSELL,26, , ,3510,RUSSELL,0,0
18-057925,2018-12,08/05/2016 10:44,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-057188,2018-12,08/07/2013 11:28,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-057322,2018-12,08/07/2018 07:34,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-048445,2018-12,08/08/2018 12:00,Y, , ,1, ,103000,4,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,710,OLIVE ST,35, ,@FIRST BANK - OLIVE,710,OLIVE,908293.4,1017743
19-000428,2018-12,08/09/2001 15:11,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-037026,2018-12,08/09/2018 02:00, , , ,-1, , 83000,1,ARSON-KNOWINGLY BURNING/SUCCESS,7886,GERMANIA,1, , ,7886,GERMANIA,0,0
17-054681,2018-12,08/10/2017 07:00, , , ,-1, ,111110,4,FRAUD-BAD CHECK/INSUF FUNDS/OVER $150,19,PRODUCE ROW,64,W.M. MANTIA FRUIT CO., ,919,JEFFERSON,0,0
18-060983,2018-12,08/10/2018 00:01,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3530,MIAMI ST,19,DIPLOMAT APARTMENTS, ,3530,MIAMI,893585.5,1004337
18-057567,2018-12,08/13/2018 08:00,Y, , ,1, , 73413,4,AUTO THEFT-OTHR VEH/PERM RETNT/UNRECOV OVER 48,1,N GRAND BLVD,37,SLU - DUBOURG HALL, ,1,GRAND,896288.8,1019970
18-052822,2018-12,08/15/2018 19:00, , , ,-1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR, , ,52, , , , ,0,0
18-057754,2018-12,08/17/2016 11:50,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-057217,2018-12,08/17/2018 15:00,Y, , ,1, , 67601,2,"LARCENY-FROM BUILDING $500 - $24,999",5101,MCREE AVE,12,GATEWAY STEM ACADEMY, ,5101,MCREE,886056.6,1015300
18-038729,2018-12,08/17/2018 23:00, , , ,-1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2115,PORTIS,13, , ,2115,PORTIS,0,0
18-058187,2018-12,08/20/2018 23:24,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4858,NORTHLAND AVE,55, , ,0,NORTHLAND,890497.4,1031991
18-057410,2018-12,08/25/2018 15:30,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,4305,RANDALL PL,66, , ,4305,RANDALL,904961.9,1032418
18-057539,2018-12,08/30/2018 09:19,Y, , ,1, ,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,7835,RIO SILVA PL,1, , ,7835,RIO SILVA,886093.3,990152.9
17-043306,2018-12,09/01/2017 13:44,Y, , ,1, , 10000,4,HOMICIDE,1418,9TH,62, , , , ,0,0
18-059846,2018-12,09/01/2018 07:00,Y, , ,1, , 69602,5,"LARCENY-ALL OTHER $500 - $24,999",1437,TEMPLE PL,78, , ,1437,TEMPLE,883530.3,1032566
18-059835,2018-12,09/01/2018 08:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,3326,SHENANDOAH AVE,25, , ,3326,SHENANDOAH,895620.3,1010710
18-041829,2018-12,09/04/2018 16:00,Y, , ,1, , 63701,5,LARCENY-SHOPLIFT UNDER $500,4171,LINDELL BLVD,38,SCHNUCKS, ,4171,LINDELL,892104.8,1022153
18-042138,2018-12,09/06/2018 10:10, , , ,-1, , 91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3429,IOWA,19, , ,3429,IOWA,0,0
18-042187,2018-12,09/06/2018 14:00,Y, , ,1, , 44023,5,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN CHLD 3RD DEGRE",4248,COTTAGE AVE,57, ,@SCHOOL - SUMNER HIGH @SCHOOL - SUMN,4268,COTTAGE,894865.7,1029224
18-057319,2018-12,09/09/2018 07:31,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-060798,2018-12,09/09/2018 09:15,Y, , ,1, ,115400,5,STLG BY DECEIT/IDENTITY THEFT REPORT,4949,BARNES JEWISH HOSPITAL PLZ,38, ,@BARNES JEWISH HOSPITAL,4949, ,887396.8,1020150
18-057387,2018-12,09/09/2018 15:09,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,1,S LENOR K SULLIVAN,35, , , , ,0,0
18-053930,2018-12,09/10/2018 10:00,Y, , ,1, ,242000,3,DISORDERLY CONDUCT-HARRASSMENT (IF NO THREAT I,0,S BROADWAY / I 55 SOUTHBOUND,18, ,HEAD QUARTERS,1915,OLIVE,901781.9,1004391
18-043449,2018-12,09/13/2018 14:57,Y, , ,1, ,183999,6,DRUGS-SALE/OTHR UNSPEC DRUG,4400,CLARENCE AVE,68, ,PRESSURE GANG BUY/WALK,4400,CLARENCE,897373,1035498
18-058080,2018-12,09/14/2016 10:35,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-057176,2018-12,09/16/2018 05:30,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,219,CASS AVE,64, ,NUISANCE ABATEMENT PROPERTY,219,CASS,910262.1,1021899
18-059507,2018-12,09/17/2018 13:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,4234,DEWEY AVE,16, , ,4244,DEWEY,892380.8,1000596
18-060828,2018-12,09/17/2018 16:00,Y, , ,1, , 73313,3,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48,1445,S 18TH ST,32, , ,1445,18TH,902760.6,1013344
18-044942,2018-12,09/21/2018 12:21,Y, , ,1, ,241100,4,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,3035,CASS AVE,59,ST. LOUIS PUBLIC SCHOOLS,@SCHOOL - VASHON HIGH,3035,CASS,899825.3,1024601
18-058397,2018-12,09/21/2018 23:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3149,BRANTNER PL,59, ,NUISANCE ABATEMENT PROPERTY,3149,BRANTNER,898974.9,1024043
18-060824,2018-12,09/22/2018 12:00,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,1817,LASALLE ST,32, , ,1817,LASALLE,902815.6,1014694
18-046166,2018-12,09/25/2018 10:00,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL,7621,S BROADWAY,2, , ,7621,BROADWAY,889199.5,988150.8
18-058916,2018-12,09/25/2018 14:03,Y, , ,1, , 51322,5,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,1332,SHAWMUT PL,78, ,RENOVATION HOME,1332,SHAWMUT,882632.2,1031851
18-045758,2018-12,09/26/2018 08:24,Y, , ,1, ,182260,4,DRUGS-POSSESSION/METHAMPHETAMINE,520,S JEFFERSON AVE,36, , ,520,JEFFERSON,901232.9,1016974
18-046080,2018-12,09/27/2018 18:55,Y, , ,1, ,151110,4,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,205,N 9TH ST,35,MARK TWAIN HOTEL, ,205,9TH,907619.9,1017799
18-058424,2018-12,09/29/2018 10:00,Y, , ,1, ,176200,4,SEX OFFNS-SX ABUSE/2ND/VIC 12-13 OR INCAPACITA,1900,OLIVE ST,36, ,@HEADQUARTERS,1900,OLIVE,0,0
18-057187,2018-12,09/29/2018 18:05,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,35,S GRAND BLVD,37, ,NUISANCE ABATEMENT PROPERTY,35,GRAND,896073.6,1019677
18-057776,2018-12,09/30/2018 14:30,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,342,CHRISTIAN AVE,74,@RESIDENCE,@RESIDENCE,342,CHRISTIAN,897862.2,1046893
18-058900,2018-12,09/30/2018 15:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4431,FARLIN AVE,69, , ,4431,FARLIN,895829.1,1034105
18-060589,2018-12,10/01/2018 08:00,Y, , ,1, ,262100,1,PORNAGRAPHY-PROMOTING,3848,BAMBERGER AVE,16, , ,3848,BAMBERGER,891778.3,1002885
18-059647,2018-12,10/01/2018 12:00,Y, , ,1, ,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,811,CANAAN AVE,74, , ,811,CANAAN,897438.2,1051273
18-057291,2018-12,10/01/2018 12:00,Y, , ,1, , 44026,6,ASLT-AGGRV-HND/FST/FT-3RD-CHILD-DOMESTIC,6034,THEKLA AVE,76, , ,6034,THEKLA,889794.8,1045323
18-057192,2018-12,10/01/2018 12:10,Y, , ,1, ,115100,2,FRAUD-STEALING BY DECEIT/OVER $150,6640,OLEATHA AVE,9, ,LINDENWOOD PARK NEIGHBORHHOD ASSOCIA,6640,OLEATHA,875906.7,1006904
18-046877,2018-12,10/02/2018 14:00,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,5020,LEXINGTON AVE,52, , ,5020,LEXINGTON,890302,1034607
18-047084,2018-12,10/03/2018 12:41,Y, , ,1, , 83000,3,ARSON-KNOWINGLY BURNING/SUCCESS,2604,S JEFFERSON AVE,22,BANK OF AMERICA,@BANK OF AMERICA - JEFFERSON,2604,JEFFERSON,899479.9,1009167
18-058875,2018-12,10/03/2018 13:05,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,5335,COLUMBIA AVE,12, , ,5335,COLUMBIA,884028.3,1011452
18-059260,2018-12,10/04/2018 14:00,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,0,ARSENAL ST / S BROADWAY,20, , , , ,902992.1,1005819
18-058081,2018-12,10/06/2017 10:35,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-059068,2018-12,10/06/2018 08:00,Y, , ,1, , 64701,1,LARCENY-FROM MTR VEH UNDER $500,4712,MILENTZ AVE,6, , ,4712,MILENTZ,883014.9,998137.4
18-057565,2018-12,10/06/2018 20:20,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3530,WINNEBAGO ST,19, , ,3530,WINNEBAGO,893729.5,1003841
18-048154,2018-12,10/09/2018 18:50,Y, , ,1, , 21000,6,RAPE -- FORCIBLE,5900,VIVIAN AVE,73, , ,5900,FLORISSANT,0,0
18-057224,2018-12,10/10/2018 16:20,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3435,DELMAR BLVD,77, ,NUISANCE ABATEMENT PROPERTY,3400,DELMAR,898127.3,1021940
18-048356,2018-12,10/10/2018 17:30, , , ,1, , 71030,4,AUTO THEFT-PERM RETNT/JOY RIDE,1312,SULLIVAN,63, , ,1312,SULLIVAN,0,0
18-048356,2018-12,10/10/2018 17:30, , , ,-1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1312,SULLIVAN,63, , ,1312,SULLIVAN,0,0
18-058596,2018-12,10/11/2018 00:01,Y, , ,1, ,204100,5,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,5855,SELBER CT,50, , ,5855,SELBER,884892.9,1038049
18-057231,2018-12,10/11/2018 12:35,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1432,HOGAN ST,61, ,NUISANCE ABATEMENT PROPERTY,1432,HOGAN,905305.6,1022738
18-057213,2018-12,10/13/2018 00:01,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1519,N 20TH ST,61, ,NUISANCE ABATEMENT PROPERTY,1519,20TH,904363.3,1023304
18-057233,2018-12,10/13/2018 10:10,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1110,LONG ST,61, ,NUISANCE ABATEMENT PROPERTY,1110,LONG,904887.3,1021519
18-048774,2018-12,10/13/2018 11:25, , , ,-1, ,265321,4,LEAVING SCENE OF ACCIDENT, , ,36, ,: ALIAS 40 WB/S JEFFERSON AVE CITY, , ,0,0
18-057573,2018-12,10/13/2018 21:45,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2640,RUTGER ST,31, , ,2640,RUTGER,900142.3,1014800
18-057243,2018-12,10/14/2018 09:20,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,721,N TUCKER BLVD,36, ,NUISANCE ABATEMENT PROPERTY,721,TUCKER,906857.6,1019492
18-057239,2018-12,10/14/2018 20:50,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1444,N 10TH ST,62,NUISANCE ABATEMENT PROPERTY,NUISANCE ABATEMENT PROPERTY,1444,10TH,908511.4,1021953
18-060383,2018-12,10/15/2018 00:01,Y, , ,1, , 67601,6,"LARCENY-FROM BUILDING $500 - $24,999",4831,SACRAMENTO AVE,69, , ,4831,SACRAMENTO,892710.1,1034788
18-049021,2018-12,10/15/2018 07:00,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1212,N 8TH ST,62, , ,1212,8TH,908854.8,1020688
18-049021,2018-12,10/15/2018 07:00,Y, , ,1, , 91123,4,SIMPLE ASSAULT-CHILD/NO INJURY,1212,N 8TH ST,62, , ,1212,8TH,908854.8,1020688
18-058559,2018-12,10/15/2018 07:30,Y, , ,1, , 69602,4,"LARCENY-ALL OTHER $500 - $24,999",3810,WASHINGTON AVE,77,AT&T BUILDING,@SWB JEFFERSON CENT OFF,3810,WASHINGTON,895672.5,1022275
