Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
18-050403,2018-10,03/24/2017 07:58,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-048453,2018-10,03/25/2018 13:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1343,WALTON AVE,53, , ,4243,WATSON,889744.6,1029239
18-048453,2018-10,03/25/2018 13:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1343,WALTON AVE,53, , ,4243,WATSON,889744.6,1029239
18-014269,2018-10,03/27/2018 22:00, , , ,-1, , 71030,3,AUTO THEFT-PERM RETNT/JOY RIDE, , ,24, , , , ,0,0
18-048468,2018-10,04/01/2013 14:36,Y, , ,1, , 21000,0,RAPE -- FORCIBLE,0,FAIRMOUNT AVE,0, , ,1900,OLIVE,0,0
18-048224,2018-10,04/10/2018 08:45,Y, , ,1, ,111110,2,FRAUD-BAD CHECK/INSUF FUNDS/OVER $150,6487,MANCHESTER AVE,43, , ,6487,MANCHESTER,878180.7,1014948
18-047138,2018-10,04/13/2018 13:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N GRAND BLVD / NATURAL BRIDGE,59, , , , ,901069.3,1029712
18-023336,2018-10,04/13/2018 18:00, , , ,-1, ,117000,2,FAILURE TO RETURN BORROWED/RENTED VEHICL,777,RIVERCITY,13, , ,777,RIVERCITY,0,0
18-018595,2018-10,04/14/2018 10:00, , , ,-1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3853,LINDELL,77, , ,3853,LINDELL,0,0
18-051749,2018-10,04/18/2018 23:08,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,1720,MARKET ST,36,MAIN POST OFFICE, ,1720,MARKET,904195.4,1017639
18-051893,2018-10,04/26/2018 09:32,Y, , ,1, ,115400,5,STLG BY DECEIT/IDENTITY THEFT REPORT,4230,E MAFFITT AVE,57, , ,4230,MAFFITT,895883.5,1029491
18-019029,2018-10,04/27/2018 00:01, , , ,1, , 67701,6,LARCENY-FROM BUILDING UNDER $500, , ,69, , ,3705,IOWA,0,0
18-049144,2018-10,05/01/2018 00:33,Y, , ,1, ,175500,3,SEX OFFNS-SX MISCONDUCT/FIRST,3100,S GRAND BLVD,25, , ,3100,GRAND,0,0
18-019567,2018-10,05/02/2018 17:05, , , ,1, , 10000,5,HOMICIDE,1202,EUCLID,53, , ,1202,EUCLID,0,0
18-050402,2018-10,05/05/2017 07:57,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-049583,2018-10,05/07/2018 12:30,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,5565,ERA AVE,76, , ,5565,ERA,889852.8,1047087
18-050437,2018-10,05/08/1995 11:07,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-050261,2018-10,05/08/1995 12:10,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-049024,2018-10,05/08/1996 11:00,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-051963,2018-10,05/08/2006 07:08,Y, , ,1, ,263199,4,OBSTRUCT GOVRN OP-OTHR UNSPEC OBSTR JUST,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-020667,2018-10,05/09/2018 06:40, , , ,-1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5316,HARNEY,71, , ,5316,HARNEY,0,0
18-022437,2018-10,05/19/2018 08:50,Y, , ,1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",6379,GOVERNMENT DR,82,ST LOUI S ZOO, ,6379,GOVERNMENT,880046.4,1020898
18-048324,2018-10,05/23/2018 16:41,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-050815,2018-10,05/25/2018 20:25,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5843,CABANNE AVE,48, , ,5843,CABANNE,880863.7,1029017
18-048255,2018-10,06/01/2017 20:17,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,5941,FLOY AVE,73, , ,5941,FLOY,890628,1049062
18-049084,2018-10,06/01/2018 07:30,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,1410,HOWARD ST,63,SUNSHINE MINSTRIES INC, ,1410,HOWARD,907506.4,1023432
18-047555,2018-10,06/01/2018 10:00,Y, , ,1, , 21000,6,RAPE -- FORCIBLE,0,RIVERVIEW DR / SCRANTON AVE,75, , ,500,SCRANTON,0,0
18-049936,2018-10,06/01/2018 12:00,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,2000,MADISON ST,60, ,APT SH303,2000,MADISON,904374.2,1024178
18-051706,2018-10,06/01/2018 12:34,Y, , ,1, ,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT,4961,PERNOD AVE,14, , ,4961,PERNOD,884679.3,1005573
18-024670,2018-10,06/01/2018 13:55, , , ,-1, , 42011,2,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE,4375,CHIPPEWA,15,REAR, ,4375,CHIPPEWA,0,0
18-050722,2018-10,06/05/2018 12:18,Y, , ,1, , 63601,3,"LARCENY-SHOPLIFT $500 - $24,999",2851,GRAVOIS AVE,24, ,@QT - GRAVOIS / NEBRASKA,2851,GRAVOIS,897916.5,1008451
18-051119,2018-10,06/06/2018 12:20,Y, , ,1, , 63601,3,"LARCENY-SHOPLIFT $500 - $24,999",2851,GRAVOIS AVE,24, ,@QT - GRAVOIS / NEBRASKA,2851,GRAVOIS,897916.5,1008451
18-050800,2018-10,06/08/2018 17:47,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4171,LINDELL BLVD,38, ,@SCHNUCKS - SARAH AND LINDELL,4171,LINDELL,892104.8,1022153
18-051546,2018-10,06/09/2018 15:00,Y, , ,1, , 64601,0,"LARCENY-FROM MTR VEH $500 - $24,999",0,UNKNOWN,0, , ,844,WALL,0,0
18-050803,2018-10,06/11/2018 07:51,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5750,NATURAL BRIDGE AVE,50, , ,5750,NATURAL BRIDGE,885556.4,1038533
18-049047,2018-10,06/13/2018 13:03,Y, , ,1, ,115400,4,STLG BY DECEIT/IDENTITY THEFT REPORT,3645,LOUISIANA,59, , ,919,JEFFERSON,902219.7,1021301
18-050802,2018-10,06/14/2018 07:30,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4171,LINDELL BLVD,38, ,@SCHNUCKS - SARAH AND LINDELL,4171,LINDELL,892104.8,1022153
18-049042,2018-10,06/15/2018 12:00,Y, , ,1, , 72130,4,AUTO THEFT-TRUCK/PERM RETNT/JOY RIDE,1329,N 14TH ST,61, , ,1329,14TH,906561.6,1022276
18-048463,2018-10,06/15/2018 15:00,Y, , ,1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",3610,PALM ST,59, , ,3610,PALM,900691.1,1029382
18-050934,2018-10,06/19/2018 19:00,Y, , ,1, , 63701,3,LARCENY-SHOPLIFT UNDER $500,2600,CHOUTEAU AVE,31, ,@QT - JEFFERSON / CHOUTEAU,2600,CHOUTEAU,900507.7,1015458
18-050812,2018-10,06/20/2018 21:38,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4117,C D BANKS AVE,58, , ,4117,C D BANKS,894227,1025170
18-051076,2018-10,06/21/2018 14:37,Y, , ,1, , 63701,3,LARCENY-SHOPLIFT UNDER $500,2851,GRAVOIS AVE,24, ,@QT - GRAVOIS / NEBRASKA,2851,GRAVOIS,897916.5,1008451
18-049054,2018-10,06/22/2016 13:33,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-049031,2018-10,06/22/2018 11:53,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-049590,2018-10,06/23/2018 12:16,Y, , ,1, ,264100,3,HEALTH-SANITATION VIOL,3844,OHIO AVE,16, ,ALLEY,3844,OHIO,897618.9,1001989
18-029377,2018-10,06/27/2018 09:38,Y, , ,1, ,183999,2,DRUGS-SALE/OTHR UNSPEC DRUG,3157,SUBLETTE AVE,13, ,@SPD, , ,882564.6,1008801
18-029532,2018-10,06/28/2018 03:50, , , ,-1, , 38111,4,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL,3149,BRANTNER,59, ,@STREET SIDE,3149,BRANTNER,0,0
18-051551,2018-10,06/30/2018 14:11,Y, , ,1, ,264100,5,HEALTH-SANITATION VIOL,5833,DR MARTIN LUTHER KING DR,50, , ,5833,DR MARTIN LUTHER KING,882897.6,1033830
18-048057,2018-10,07/01/2017 10:23,Y, , ,1, ,115100,2,FRAUD-STEALING BY DECEIT/OVER $150,5345,SOUTHWEST AVE,13, , ,5345,SOUTHWEST,883936.3,1011387
18-049242,2018-10,07/01/2018 00:01,Y, , ,1, ,171200,3,SEX OFFNS-STATUATORY RAPE/FIRST,2200,MIAMI ST,18, , ,2200,MIAMI,0,0
18-051942,2018-10,07/01/2018 00:01,Y, , ,1, , 51322,6,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,4034,GREER AVE,56, , ,4034,GREER,897589.9,1029736
18-048408,2018-10,07/04/2018 08:30,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1525,DESTREHAN ST,65, ,NUISANCE ABATEMENT PROPERTY,1525,DESTREHAN,905806.8,1028965
18-048422,2018-10,07/04/2018 21:40,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4150,N GRAND BLVD,67, ,NUISANCE ABATEMENT PROPERTY,4150,GRAND,902222.8,1031528
18-050303,2018-10,07/05/2018 12:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,4051,GRAVOIS AVE,15,MIDWEST AUTO MART, ,4051,GRAVOIS,890229.4,1003817
18-048425,2018-10,07/05/2018 21:30,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,721,N TUCKER BLVD,36, ,NUISANCE ABATEMENT PROPERTY,721,TUCKER,906857.6,1019492
18-048428,2018-10,07/06/2018 00:01,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1113,COLE ST,62, ,NUISANCE ABATEMENT PROPERTY,1113,COLE,907613,1020433
18-048438,2018-10,07/07/2018 01:15,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3124,BRANTNER PL,59, ,NUISANCE ABATEMENT PROPERTY,3124,BRANTNER,899235.5,1023898
18-048435,2018-10,07/07/2018 21:30,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1212,N 8TH ST,62, ,NUISANCE ABATEMENT PROPERTY,1212,8TH,908854.8,1020688
18-050279,2018-10,07/09/2018 01:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,5800,HIGHLANDS PLAZA DR W,41, , ,5800,HIGHLANDS PLAZA,882403.6,1017876
18-051177,2018-10,07/09/2018 08:37,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-050772,2018-10,07/10/2017 07:52,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-050910,2018-10,07/10/2018 12:58,Y, , ,1, , 63701,3,LARCENY-SHOPLIFT UNDER $500,2851,GRAVOIS AVE,24, ,@QT - GRAVOIS / NEBRASKA,2851,GRAVOIS,897916.5,1008451
18-041327,2018-10,07/11/2018 00:01,Y, , ,1, , 21000,4,RAPE -- FORCIBLE,3000,LACLEDE AVE,37,HARRIS STOWE UNIVERSITY, ,3000,LACLEDE,0,0
18-047586,2018-10,07/13/2018 11:00,Y, , ,1, , 51322,4,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,2801,DR MARTIN LUTHER KING DR,59, , ,2801,DR MARTIN LUTHER KING,901155.4,1021829
18-047231,2018-10,07/13/2018 12:39,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,3636,CALIFORNIA AVE,19, , ,3636,CALIFORNIA,897189.8,1003460
18-046872,2018-10,07/13/2018 17:00,Y, , ,1, ,103000,4,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,3110,DELMAR BLVD,37, , ,3110,DELMAR,899269.4,1021533
18-049360,2018-10,07/14/2018 12:30,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,917,COLE ST,62, ,NUISANCE ABATEMENT PROPERTY,917,COLE,908300.4,1020081
18-050274,2018-10,07/15/2018 13:14,Y, , ,1, ,115100,2,FRAUD-STEALING BY DECEIT/OVER $150,5800,ARSENAL ST,13, , ,5800,ARSENAL,881487,1009813
18-050342,2018-10,07/15/2018 19:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1437,OFALLON ST,61, ,NUISANCE ABATEMENT PROPERTY,1437,OFALLON,906561.6,1022276
18-050321,2018-10,07/16/2018 14:30,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1133,WASHINGTON AVE,35, ,NUISANCE ABATEMENT PROPERTY,1133,WASHINGTON,907003.4,1019090
18-050329,2018-10,07/16/2018 23:18,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3846,MAFFITT AVE,59, ,NUISANCE ABATEMENT PROPERTY,3846,MAFFITT,898272.1,1028092
18-049602,2018-10,07/17/2017 12:43,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-050314,2018-10,07/17/2018 02:34,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4206,N GRAND BLVD,67,NUISANCE ABATEMENT PROPERTY,@HOTEL- ECONOMY INN,4206,GRAND,902337.5,1031732
18-032825,2018-10,07/17/2018 08:00,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4216,NATURAL BRIDGE AVE,56,ZEPHYR XPRESS, ,4216,NATURAL BRIDGE,896903.5,1031855
18-050801,2018-10,07/19/2018 16:22,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4171,LINDELL BLVD,38, ,@SCHNUCKS - SARAH AND LINDELL,4171,LINDELL,892104.8,1022153
18-035074,2018-10,07/20/2018 06:00,Y, , ,1, , 69602,4,"LARCENY-ALL OTHER $500 - $24,999",1520,MARKET ST,36, , ,1500,MARKET,904957.9,1017645
18-050306,2018-10,07/22/2018 13:10,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3015,N 23RD ST,60, ,NUISANCE ABATEMENT PROPERTY,3015,23RD,904022.6,1027132
18-047225,2018-10,07/23/2018 04:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3903,C D BANKS AVE,77, ,ALIAS 3903 CD BANKS,3903,C D BANKS,895740.8,1024363
18-050251,2018-10,07/24/2018 18:37,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4038,N GRAND BLVD,67,DOLLAR GENERAL,NUISANCE ABATEMENT PROPERTY,4038,GRAND,901867.4,1030898
18-046977,2018-10,07/25/2018 20:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-045398,2018-10,07/26/2008 00:01,Y, , ,1, ,176100,4,SEX OFFNS-SX ABUSE/1ST/NO CONSNT/VIC<12,1900,N 14TH ST,63, , ,1900,14TH,0,0
18-034359,2018-10,07/26/2018 00:01, , , ,-1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5847,PLYMOUTH,48, , ,5847,PLYMOUTH,0,0
18-051646,2018-10,07/27/2015 07:50,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-050335,2018-10,07/27/2018 12:30,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1454,PRESERVATION PL,61, ,NUISANCE ABATEMENT PROPERTY,1454,PRESERVATION,906689.7,1022067
18-036278,2018-10,07/28/2018 14:00, , , ,-1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3927,ITASKA,5, , ,3927,ITASKA,0,0
18-050228,2018-10,07/29/2018 14:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2931,SAMUEL SHEPARD DR,37, ,NUISANCE ABATEMENT PROPERTY,2931,SAMUEL SHEPARD,900393.5,1020980
18-035001,2018-10,07/29/2018 17:29, , , ,-1, , 31111,3,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,1228,DOLMAN,33, , , , ,0,0
18-050654,2018-10,07/30/2018 09:00,Y, , ,1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",2205,LYNCH ST,22, , ,2205,LYNCH,899892.4,1008410
18-050260,2018-10,07/30/2018 18:30,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1207,N 7TH ST,62, ,NUISANCE ABATEMENT PROPERTY,1207,7TH,909067,1020843
18-047875,2018-10,07/31/2018 12:00,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,3608,N 25TH ST,65, , ,3608,25TH,903589.7,1028741
18-049657,2018-10,08/01/2018 00:01,Y, , ,1, , 21000,2,RAPE -- FORCIBLE,4500,ARCO AVE,39, , ,5300,COLUMBIA,0,0
18-051885,2018-10,08/01/2018 12:00,Y, , ,1, ,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,6156,NORTH POINTE BLVD,73, , ,6156,NORTH POINTE,890484.1,1048542
18-047418,2018-10,08/01/2018 12:30,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,3148,OREGON AVE,30, , ,3148,OREGON,897422.3,1007001
18-050484,2018-10,08/01/2018 14:15,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,111,N 15TH ST,36, ,NUISANCE ABATEMENT PROPERTY,111,15TH,905308.5,1018077
18-048763,2018-10,08/01/2018 18:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1120,PENROSE ST,65, , ,1120,PENROSE,905460.2,1031765
18-050490,2018-10,08/01/2018 21:30,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1515,BIDDLE ST,61, ,NUISANCE ABATEMENT PROPERTY,1515,BIDDLE,906334.5,1021336
18-050464,2018-10,08/02/2018 15:40,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1434,HOGAN ST,61, ,NUISANCE ABATEMENT PROPERTY,1434,HOGAN,905305.6,1022738
18-047033,2018-10,08/02/2018 17:05,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1314,GRAVOIS AVE,21, , ,1314,GRAVOIS,902707.6,1010535
18-049175,2018-10,08/03/2018 12:00,Y, , ,1, ,103000,6,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,8770,N BROADWAY,74, , ,8770,BROADWAY,897790.2,1052270
18-036651,2018-10,08/04/2018 23:10,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,4811,HAMMETT PL,55, , ,4811,HAMMETT,890624.4,1031233
18-049030,2018-10,08/05/2016 11:52,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-036644,2018-10,08/05/2018 00:40,Y, , ,1, ,152200,6,WEAPONS-CITY VIOL/DISCHRGING IN CITY,3015,N EUCLID AVE,55, , ,3015,EUCLID,890935.1,1033683
18-050346,2018-10,08/05/2018 22:27,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,721,N TUCKER BLVD,36, ,NUISANCE ABATEMENT PROPERTY,1801,PRESERVATION,906857.6,1019492
18-049167,2018-10,08/06/1997 08:10,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-050501,2018-10,08/06/2018 01:30,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4010,PECK ST,67, ,NUISANCE ABATEMENT PROPERTY,4010,PECK,901816.9,1030392
18-051539,2018-10,08/06/2018 12:00,Y, , ,1, ,112010,6,FRAUD-CREDIT DEVICE/OVER $150,8405,NEWBY ST,74, , ,8405,NEWBY,895693.5,1048888
18-047547,2018-10,08/06/2018 21:00,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,5811,SELBER CT,50, , ,5811,SELBER,885144.5,1037772
18-050971,2018-10,08/07/1995 06:39,Y, , ,1, ,263199,4,OBSTRUCT GOVRN OP-OTHR UNSPEC OBSTR JUST,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-050471,2018-10,08/07/2018 07:30,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3556,S GRAND BLVD,19, , ,3556,GRAND,893507.8,1004763
