Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
18-054128,2018-11,03/28/2018 14:03,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-052478,2018-11,03/30/2018 10:16,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-054425,2018-11,04/01/2017 12:00,Y, , ,1, ,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,910,HARLAN AVE,74, , ,910,HARLAN,896598.1,1051860
18-053905,2018-11,04/07/2017 05:56,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-055997,2018-11,04/09/2012 09:55,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-015592,2018-11,04/09/2018 09:15, , , ,-1, ,242000,1,DISORDERLY CONDUCT-HARRASSMENT (IF NO THREAT I,5062,WINONA,7, , ,5062,WINONA,0,0
18-056194,2018-11,04/24/2018 12:00,Y, , ,1, ,112020,6,FRAUD-CREDIT DEVICE/UNDER $150,4300,LEE AVE,68, , ,4300,LEE,897208.7,1034047
18-053906,2018-11,04/27/2016 05:56,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-018586,2018-11,04/27/2018 11:40,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,4014,UNION BLVD,70, ,@NPD,4014,UNION,890074.4,1037079
18-053943,2018-11,05/01/2018 08:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,1100,CHOUTEAU AVE,34, , ,1100,CHOUTEAU,905592.3,1014334
18-053414,2018-11,05/01/2018 16:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,6780,SOUTHWEST AVE,10, , ,6780,SOUTHWEST,875802.8,1012032
18-041234,2018-11,05/07/2015 00:01,Y, , ,1, , 21000,1,RAPE -- FORCIBLE,3600,ALBERTA ST,16, , ,3600,ALBERTA,0,0
18-041234,2018-11,05/07/2015 00:01,Y, , ,1, , 21000,1,RAPE -- FORCIBLE,3600,ALBERTA ST,16, , ,3600,ALBERTA,0,0
18-052867,2018-11,05/07/2018 00:01,Y, , ,1, ,112010,5,FRAUD-CREDIT DEVICE/OVER $150,600,N KINGSHIGHWAY BLVD,38, , ,600,KINGSHIGHWAY,887891.8,1025894
18-056147,2018-11,05/08/2018 07:11,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-051015,2018-11,05/11/2018 10:26,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,8511,PARK LN,73, , ,8511,PARK,892132.3,1048935
18-055265,2018-11,05/12/2018 10:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,2626,ST LOUIS AVE,59, , ,3819,FAIR,901881.6,1026770
18-054229,2018-11,05/16/2018 08:00,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,521,LOUGHBOROUGH AVE,1, , ,521,LOUGHBOROUGH,889846.9,991235.1
18-051719,2018-11,05/26/2014 00:01,Y, , ,1, , 21000,3,RAPE -- FORCIBLE,1900,SENATE ST,22, , ,1900,SENATE,0,0
18-053264,2018-11,05/28/2018 00:01,Y, , ,1, , 68701,4,LARCENY-FROM COIN MACH UNDER $500,701,N 7TH ST,35,SP PLUS PARKING, ,701,7TH,908561.8,1018988
18-023972,2018-11,05/28/2018 00:01, , , ,1, , 10000,6,HOMICIDE,4446,LABADIE,56, , ,4446,LABADIE,0,0
18-023972,2018-11,05/28/2018 00:01, , , ,-1, , 43021,6,AGG.ASSAULT-OTH DANG WEP/CTZEN CHLD 1ST DEGREE,4446,LABADIE,56, , ,4446,LABADIE,0,0
18-053907,2018-11,05/30/2018 05:57,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-053386,2018-11,06/01/2018 12:00,Y, , ,1, ,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,824,GRAPE AVE,74, , ,824,GRAPE,897047.8,1049527
18-053542,2018-11,06/03/2018 13:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,0,CHIPPEWA ST / S KINGSHIGHWAY B,5, , ,4636,VARRELMANN,885013.8,1004274
18-052999,2018-11,06/05/2018 12:18,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2851,GRAVOIS AVE,24, ,@QT - GRAVOIS / NEBRASKA,2851,GRAVOIS,897916.5,1008451
18-052987,2018-11,06/06/2018 12:20,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2851,GRAVOIS AVE,24, ,@QT - GRAVOIS / NEBRASKA,2851,GRAVOIS,897916.5,1008451
18-056150,2018-11,06/07/2018 07:14,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-055035,2018-11,06/07/2018 13:03,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-054257,2018-11,06/09/2003 10:31,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-052869,2018-11,06/15/2011 14:00,Y, , ,1, ,171300,1,SEX OFFNS-STATUATORY RAPE/SECOND,900,BATES ST,1, , ,1900,OLIVE,0,0
18-052852,2018-11,06/19/2018 19:00,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2600,CHOUTEAU AVE,31, ,@QT - JEFFERSON / CHOUTEAU,2600,CHOUTEAU,900507.7,1015458
18-052991,2018-11,06/21/2018 14:37,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2851,GRAVOIS AVE,24, ,@QT - GRAVOIS / NEBRASKA,2851,GRAVOIS,897916.5,1008451
18-055220,2018-11,06/28/2015 13:55,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-055010,2018-11,06/30/2018 13:00,Y, , ,1, , 21000,2,RAPE -- FORCIBLE,4400,HAMPTON AVE,8, ,@LIBRARY- BUDER BRANCH,4400,HAMPTON,0,0
18-030908,2018-11,07/06/2018 00:01, , , ,-1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,1113,COLE,62, , ,1013,CARR,0,0
18-055040,2018-11,07/07/2015 13:06,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-052856,2018-11,07/10/2018 12:58,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2851,GRAVOIS AVE,24, ,@QT - GRAVOIS / NEBRASKA,2851,GRAVOIS,897916.5,1008451
18-055343,2018-11,07/11/2018 12:00,Y, , ,1, ,103000,6,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,1626,HORNSBY AVE,73, , ,1626,HORNSBY,893276.7,1050895
18-056041,2018-11,07/13/2018 15:30,Y, , ,1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",701,CONVENTION PZ,35, , ,2900,CHOUTEAU,908773.3,1019107
18-053344,2018-11,07/14/2018 08:01,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-053212,2018-11,07/14/2018 10:51,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-056681,2018-11,07/15/2013 10:01,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-056715,2018-11,07/17/2018 13:30,Y, , ,1, ,130000,3,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",2611,LOUISIANA BLVD,25, , ,4000,NATURAL BRIDGE,0,0
18-050817,2018-11,07/19/2018 00:55,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4777,CUPPLES PL,55, , ,4777,CUPPLES,890936.4,1031608
18-034672,2018-11,07/27/2018 20:15,Y, , ,1, , 10000,3,HOMICIDE,3709,TEXAS,19, , ,3709,TEXAS,0,0
18-034672,2018-11,07/27/2018 20:15, , , ,-1, , 10000,3,HOMICIDE,3709,TEXAS,19, , ,3709,TEXAS,0,0
18-053201,2018-11,08/01/2018 09:56,Y, , ,1, ,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT,2104,DOGTOWN WALK,43, , ,2104,DOGTOWN,875263.3,1014464
18-051775,2018-11,08/01/2018 12:00,Y, , ,1, ,112010,6,FRAUD-CREDIT DEVICE/OVER $150,4014,UNION BLVD,70, , ,4014,UNION,890074.4,1037079
18-054768,2018-11,08/01/2018 13:00,Y, , ,1, , 52122,6,BURGLARY-BUSINESS/DAY/UNLAW ENT/UNOCCUPIED,4739,GOODFELLOW BLVD,70, , ,4739,GOODFELLOW,887043.9,1043351
18-052481,2018-11,08/03/2018 10:18,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-036050,2018-11,08/04/2018 01:37,Y, , ,1, ,182400,3,DRUGS-POSSESSION/MARIJUANA,2912,CRITTENDEN ST,25, , ,2912,CRITTENDEN,897033.9,1008116
18-036054,2018-11,08/04/2018 02:18,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,601,CLARK AVE,35, ,@BALLPARK VILLAGE,601,CLARK,908223.8,1016086
18-052778,2018-11,08/06/2018 08:24,Y, , ,1, ,101000,5,FORGERY,4654,PERSHING PL,38, , ,4654,PERSHING,888542.6,1024024
18-054411,2018-11,08/07/2006 09:20,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-050328,2018-11,08/08/2018 00:01, , , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,919,JEFFERSON,59, ,: @CENTRAL PATROL DIVISION,919,JEFFERSON,0,0
18-050328,2018-11,08/08/2018 00:01, , , ,-1, , 66701,4,LARCENY-BICYCLES UNDER $500,919,JEFFERSON,59, ,: @CENTRAL PATROL DIVISION,919,JEFFERSON,0,0
18-056144,2018-11,08/09/2016 07:02,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-037105,2018-11,08/09/2018 04:30, , , ,-1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP, , ,62, , , , ,0,0
18-053530,2018-11,08/10/2018 10:29,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-038774,2018-11,08/14/2018 16:00, , , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1429, ,61, , ,1429,19TH,0,0
18-038774,2018-11,08/14/2018 16:00, , , ,-1, ,117000,4,FAILURE TO RETURN BORROWED/RENTED VEHICL,1429, ,61, , ,1429,19TH,0,0
18-055235,2018-11,08/15/2018 11:00,Y, , ,1, , 71030,1,AUTO THEFT-PERM RETNT/JOY RIDE,0,ALABAMA AVE / LOUGHBOROUGH AVE,1, , , , ,889518.1,991369.4
18-052822,2018-11,08/15/2018 19:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,UNION BLVD / WABADA AVE,52, , , , ,887363.6,1032929
18-049088,2018-11,08/20/2018 09:00,Y, , ,1, ,103000,5,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,415,DE BALIVIERE AVE,46, ,BUSEY BANK,4014,UNION,881590.3,1025548
18-039335,2018-11,08/21/2018 11:30, , , ,-1, , 67701,6,LARCENY-FROM BUILDING UNDER $500,915,HORNSBY,74, ,RESIDENCE,915,HORNSBY,0,0
18-056382,2018-11,08/23/2018 12:00,Y, , ,1, ,112010,6,FRAUD-CREDIT DEVICE/OVER $150,1244,SELLS AVE,74, , ,1244,SELLS,895302.4,1049106
18-039838,2018-11,08/24/2018 07:10,Y, , ,1, ,182400,2,DRUGS-POSSESSION/MARIJUANA,5101,MCREE AVE,12, ,@SCHOOL - GATEWAY STEM ACADEMY,5101,MCREE,886056.6,1015300
18-053928,2018-11,08/24/2018 09:56,Y, , ,1, ,112010,1,FRAUD-CREDIT DEVICE/OVER $150,6122,COLORADO AVE,1, , ,6122,COLORADO,890659.5,993766.7
18-049799,2018-11,08/24/2018 13:00, , , ,1, ,121000,2,EMBEZZLEMENT-VALUE OVER $150,4617,CHIPPEWA,15,OFFICE DEPOT,:OFFICE DEPOT - CHIPPEWA AND KINGSHW,4617,CHIPPEWA,0,0
18-049799,2018-11,08/24/2018 13:00, , , ,-1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,4617,CHIPPEWA,15,OFFICE DEPOT,:OFFICE DEPOT - CHIPPEWA AND KINGSHW,4617,CHIPPEWA,0,0
18-053361,2018-11,08/27/2018 12:00,Y, , ,1, ,101000,6,FORGERY,4540,ATHLONE AVE,68, , ,4540,ATHLONE,898964.9,1035563
18-050816,2018-11,08/28/2018 16:35,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1225,UNION BLVD,48, ,@WALGREENS - 1225 UNION,1225,UNION,885132.9,1029391
18-052887,2018-11,08/30/2018 08:00,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,3165,PENNSYLVANIA AVE,30, , ,0,PENNSYLVANIA,896574.9,1007047
18-041172,2018-11,08/31/2018 16:27,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,CASS AVE / N TUCKER BLVD,62, , , , ,908201.1,1022280
18-055797,2018-11,09/01/2017 00:01,Y, , ,1, ,175500,2,SEX OFFNS-SX MISCONDUCT/FIRST,5600,LANSDOWNE AVE,7, , ,5600,LANSDOWNE,0,0
18-053751,2018-11,09/01/2018 00:01,Y, , ,1, , 21000,2,RAPE -- FORCIBLE,2700,OSAGE ST,29, , ,1300,GRAND,0,0
18-053102,2018-11,09/01/2018 09:00,Y, , ,1, , 65601,4,"LARCENY-MTR VEH PARTS $500 - $24,999",108,FERRY ST,64, , ,108,FERRY,906307.3,1033159
18-041330,2018-11,09/01/2018 14:39,Y, , ,1, , 82000,6,ARSON-2ND DEGREE/SUCCESS,4969,THEKLA AVE,71, , ,4969,THEKLA,894190.1,1039548
18-041425,2018-11,09/02/2018 01:20, , , ,-1, , 83000,6,ARSON-KNOWINGLY BURNING/SUCCESS,1551,GIESEKING,73, ,GARAGE ON NORTH SIDE OF RESIDENCE,1551,GIESEKING,0,0
18-041448,2018-11,09/02/2018 07:15, , , ,1, , 71030,6,AUTO THEFT-PERM RETNT/JOY RIDE,701,GIMBLIN,74, , , , ,0,0
18-041448,2018-11,09/02/2018 07:15, , , ,-1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,701,GIMBLIN,74, , , , ,0,0
18-056375,2018-11,09/02/2018 21:15,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1434,HOGAN ST,61, ,NUISANCE ABATEMENT PROPERTY,1434,HOGAN,905305.6,1022738
18-056369,2018-11,09/03/2018 21:01,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1530,BIDDLE ST,61, ,NUISANCE ABATEMENT PROPERTY,1530,BIDDLE,905664.1,1021110
18-056359,2018-11,09/04/2018 17:35,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,300,S GRAND BLVD,37, ,NUISANCE ABATEMENT PROPERTY,300,GRAND,896423.8,1019015
18-056355,2018-11,09/05/2018 03:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,111,N 15TH ST,36, ,NUISANCE ABATEMENT PROPERTY,111,15TH,905308.5,1018077
18-042073,2018-11,09/05/2018 22:30, , , ,-1, , 83000,4,ARSON-KNOWINGLY BURNING/SUCCESS,3014,ELLIOTT,59, , , , ,0,0
18-046662,2018-11,09/06/2018 08:00,Y, , ,1, ,112010,6,FRAUD-CREDIT DEVICE/OVER $150,4014,UNION BLVD,70, ,@NORTH PATROL DIVISION,4014,UNION,890074.4,1037079
18-056341,2018-11,09/06/2018 17:40,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3928,N FLORISSANT AVE,65, ,NUISANCE ABATEMENT PROPERTY,3928,FLORISSANT,904129.4,1030129
18-056146,2018-11,09/07/2018 07:10,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-052477,2018-11,09/09/2013 10:16,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-055171,2018-11,09/10/2007 09:38,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-053368,2018-11,09/12/2018 12:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1600,PINE ST,36, ,NUISANCE ABATEMENT PROPERTY,1600,PINE,904957.8,1018479
18-053394,2018-11,09/13/2018 00:01,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3530,MIAMI ST,19, , ,3530,MIAMI,893585.5,1004337
18-054092,2018-11,09/14/2018 23:15,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4126,W FLORISSANT AVE,68, , ,4126,FLORISSANT,900142.6,1034662
18-052952,2018-11,09/15/2018 00:00,Y, , ,1, ,103000,5,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,4301,LINDELL BLVD,38,US BANK,@US BANK - LINDELL,4301,LINDELL,891374.5,1022502
18-053560,2018-11,09/15/2018 15:00,Y, , ,1, , 51322,5,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,5887,RIDGE AVE,78, , ,5887,RIDGE,881966.4,1033254
17-045846,2018-11,09/17/2017 01:50, , , ,1, ,263120,3,OBSTRUCT GOVRN OP-FALSE REPORT,2752,CHIPPEWA,16, , ,2752,CHIPPEWA,0,0
17-045846,2018-11,09/17/2017 01:50, , , ,-1, , 31111,3,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,2752,CHIPPEWA,16, , ,2752,CHIPPEWA,0,0
18-044301,2018-11,09/18/2018 00:30, , , ,1, , 52312,6,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,4963,NATURAL BRIDGE,69, ,: @SUBWAY - NATURAL BRIDGE,4963,NATURAL BRIDGE,0,0
18-044301,2018-11,09/18/2018 00:30, , , ,-1, , 52330,6,BURGLARY-BUSINESS/UNK TIME/FORC ENT/OCCUPIED,4963,NATURAL BRIDGE,69, ,: @SUBWAY - NATURAL BRIDGE,4963,NATURAL BRIDGE,0,0
18-056392,2018-11,09/18/2018 11:30,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4038,N GRAND BLVD,67, ,NUISANCE ABATEMENT PROPERTY,4038,GRAND,901867.4,1030898
18-046714,2018-11,09/18/2018 20:00,Y, , ,1, , 91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3653,S COMPTON AVE,19, , ,919,JEFFERSON,895044.6,1003615
18-055998,2018-11,09/19/2016 10:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,0,HALLS FERRY CIR / RIVERVIEW BL,74, , ,7410,HALL,894483.7,1052056
18-056507,2018-11,09/19/2018 11:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1511,PRESERVATION PL,61, ,NUISANCE ABATEMENT PROPERTY,1511,PRESERVATION,906189.8,1022184
18-044669,2018-11,09/19/2018 18:00, , , ,-1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3204,GREER,59, , ,3204,GREER,0,0
18-056299,2018-11,09/20/2010 06:42,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-054145,2018-11,09/20/2017 15:53,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-056220,2018-11,09/20/2018 05:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,S 11TH ST / SPRUCE ST,35, , , , ,906542.5,1016191
18-056739,2018-11,09/20/2018 14:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,3646,WYOMING ST,15, , ,3646,WYOMING,893187.6,1007070
18-056513,2018-11,09/20/2018 14:40,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1122,N 20TH ST,61, ,NUISANCE ABATEMENT PROPERTY,1122,20TH,904332.3,1021666
18-046907,2018-11,09/21/2018 07:30,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,1901,CHOUTEAU AVE,36, ,AMREN UNION ELECTRIC,5015,PAGE,903101.3,1015012
18-052795,2018-11,09/21/2018 14:25,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,8960,RIVERVIEW BLVD,74, , ,8960,RIVERVIEW,894481.3,1051455
18-044974,2018-11,09/21/2018 17:45,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,1000,N KINGSHIGHWAY BLVD,53, ,STREET,2600,KINGSHIGHWAY,888026.3,1027561
18-052411,2018-11,09/21/2018 22:00,Y, , ,1, , 64701,0,LARCENY-FROM MTR VEH UNDER $500,0,UNKNOWN,0, , ,6006,PENNSYLVANIA,0,0
18-047931,2018-11,09/21/2018 22:00,Y, , ,1, ,204100,6,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,0,N BROADWAY / E PRAIRIE AVE,64, , ,1435,GRAND,904193,1035165
