Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
19-000008,2019-01,01/01/2019 00:13,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3211,UNIVERSITY ST,59, , ,3211,UNIVERSITY,900503.6,1027633
19-000084,2019-01,01/01/2019 00:15,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2635,SAINT VINCENT AVE,31, , ,2635,SAINT VINCENT,899797.4,1013914
19-000231,2019-01,01/01/2019 00:23,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4315,S GRAND BLVD,16, , ,4315,GRAND,892858.6,999839.9
19-000015,2019-01,01/01/2019 00:30,Y, , ,1, , 91113,2,SIMPLE ASSAULT-ADULT/NO INJURY,4054,CHOUTEAU AVE,39,REHAB BAR AND GRILL, ,4054,CHOUTEAU,891651.4,1017489
19-000015,2019-01,01/01/2019 00:30,Y, , ,1, , 91113,2,SIMPLE ASSAULT-ADULT/NO INJURY,4054,CHOUTEAU AVE,39,REHAB BAR AND GRILL, ,4054,CHOUTEAU,891651.4,1017489
19-000438,2019-01,01/01/2019 00:30,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,1212,WASHINGTON AVE,36,HAIR OF THE DOG, ,1212,WASHINGTON,906794.4,1019094
19-002022,2019-01,01/01/2019 00:30,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4054,CHOUTEAU AVE,39,REHAB BAR AND GRILL, ,4054,CHOUTEAU,891651.4,1017489
19-000158,2019-01,01/01/2019 00:30,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,0,S BROADWAY / OSAGE ST,18, , ,4949, ,898141.5,1001182
19-000014,2019-01,01/01/2019 00:48,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,6108,MINNESOTA AVE,1, ,VICTIMS RESIDENCE,6108,MINNESOTA,892452.3,992536.6
19-000065,2019-01,01/01/2019 01:00,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,2405,MENARD ST,21, , ,2405,MENARD,903175.8,1008634
19-000614,2019-01,01/01/2019 01:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2725,OSAGE ST,16, ,REAR WINDOW, , ,897141.8,1001306
19-000470,2019-01,01/01/2019 01:00,Y, , ,1, , 21000,5,RAPE -- FORCIBLE,3600,HAMILTON AVE,50,BUDGET INN, ,1900,OLIVE,0,0
19-000016,2019-01,01/01/2019 01:02,Y, , ,1, ,152200,4,WEAPONS-CITY VIOL/DISCHRGING IN CITY,1511,LOCUST ST,36, , ,1511,LOCUST,905366.5,1019097
19-000130,2019-01,01/01/2019 01:20,Y, , ,1, , 44013,3,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 3RD DEGRE",1551,S 7TH ST,21, ,@BAR- SOCIAL HOUSE,1551,7TH,905973.6,1011338
19-000019,2019-01,01/01/2019 01:28,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1800,LOCUST ST,36, , , , ,904278.2,1019146
19-000104,2019-01,01/01/2019 01:30,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,BAMBERGER AVE / MERAMEC ST,16, , ,3800,MERAMEC,891596.2,1001661
19-000021,2019-01,01/01/2019 01:31,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,721,N TUCKER BLVD,36, , ,721,TUCKER,906857.6,1019492
19-004606,2019-01,01/01/2019 01:31,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,721,N TUCKER BLVD,36, ,NUISANCE ABATEMENT PROPERTY,721,TUCKER,906857.6,1019492
19-000021,2019-01,01/01/2019 01:31,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,721,N TUCKER BLVD,36, , ,721,TUCKER,906857.6,1019492
19-000096,2019-01,01/01/2019 01:51,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,756,DOVER PL,1, ,ON COLORADO @DOVER,756,DOVER,891061.2,994470
19-000112,2019-01,01/01/2019 01:55,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,5331,PATTON AVE,50, , ,5331,PATTON,886623.5,1032299
19-000112,2019-01,01/01/2019 01:55, , , ,-1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,5331,PATTON AVE,50, , ,5331,PATTON,886623.5,1032299
19-000020,2019-01,01/01/2019 01:56,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,ARSENAL ST / I 55 NORTHBOUND,21, ,ALIAS I 55 NB/PARK AVE CITY, , ,901541.4,1006245
19-000043,2019-01,01/01/2019 02:00,Y, , ,1, , 63701,5,LARCENY-SHOPLIFT UNDER $500,0,GOODFELLOW BLVD / NATURAL BRID,50,MOBIL, , , ,885538.8,1038700
19-000023,2019-01,01/01/2019 02:05,Y, , ,1, , 91113,6,SIMPLE ASSAULT-ADULT/NO INJURY,4142,FARLIN AVE,68, , ,4142,FARLIN,897790.4,1032836
19-000023,2019-01,01/01/2019 02:05,Y, , ,1, , 43013,6,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,4142,FARLIN AVE,68, , ,4142,FARLIN,897790.4,1032836
19-000039,2019-01,01/01/2019 02:15,Y, , ,1, , 91303,2,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,4261,BECK AVE,15, , , , ,887965.8,1004395
19-002016,2019-01,01/01/2019 02:15,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4621,BECK AVE,15,BOMBERS O BRIEN, ,4621,BECK,885916,1004889
19-000025,2019-01,01/01/2019 02:18,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,E GRAND AVE / I 70 EASTBOUND,66, , , , ,0,0
19-000035,2019-01,01/01/2019 02:20,Y, , ,1, , 51212,6,BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED,3619,LEE AVE,67, ,#1061395,3619,LEE,901894.8,1031653
19-000024,2019-01,01/01/2019 02:22,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,6200,MARWINETTE AVE,3, ,CITY STREET,6200,MARWINETTE,886613.9,995654.6
19-000087,2019-01,01/01/2019 02:30,Y, , ,1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",1234,WASHINGTON AVE,36,LUCAS PARK GRILL, ,1234,WASHINGTON,906445.8,1019008
19-000026,2019-01,01/01/2019 02:38,Y, , ,1, , 31211,2,ROBBERY-HIGHWAY    /KNIFE USED/SUCCESSFUL,1074,S TAYLOR AVE,39, , ,1074,TAYLOR,888441,1017823
19-000029,2019-01,01/01/2019 02:44,Y, , ,1, ,151130,4,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,1635,WASHINGTON AVE,36, , ,1635,WASHINGTON,905008.9,1019615
19-000036,2019-01,01/01/2019 02:55,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,8551,N BROADWAY,74, , , , ,897370.4,1050636
19-000037,2019-01,01/01/2019 03:00,Y, , ,1, , 31111,5,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,1384,MONTCLAIR AVE,78, , ,1384,MONTCLAIR,883878.8,1031613
19-000051,2019-01,01/01/2019 03:00,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,3981,DOVER PL,3, , ,3981,DOVER,887799.8,996945.8
19-000075,2019-01,01/01/2019 03:00,Y, , ,1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",220,S TUCKER BLVD,35,MAURIZIO S, ,220,TUCKER,906262.9,1016703
19-000396,2019-01,01/01/2019 03:00,Y, , ,1, , 51322,2,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,6212,ALAMO AVE,45, , ,6212,ALAMO,875763.4,1019680
19-000040,2019-01,01/01/2019 03:14,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,4330,CARTER AVE,68, , , , ,897369.3,1035495
19-000030,2019-01,01/01/2019 03:29,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,315,CHESTNUT ST,35, ,@HOTEL- HYATT REGENCY,315,CHESTNUT,909422.4,1016993
19-000034,2019-01,01/01/2019 03:30,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,S 9TH ST / LAFAYETTE AVE,21, , , , ,905255.8,1011437
19-000146,2019-01,01/01/2019 04:01,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5240,ASHLAND AVE,52, , ,5240,ASHLAND,888925.3,1035193
19-000042,2019-01,01/01/2019 04:28,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4514,IDAHO AVE,16, , ,4519,IDAHO,893862.8,998476.8
19-000041,2019-01,01/01/2019 04:40,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,6718,IDAHO AVE,1, , ,6718,IDAHO,889548.4,991773.4
19-000080,2019-01,01/01/2019 04:50,Y, , ,1, , 21000,4,RAPE -- FORCIBLE,200,N 9TH ST,35, , , , ,0,0
19-000056,2019-01,01/01/2019 05:00,Y, , ,1, , 21000,2,RAPE -- FORCIBLE,3600,OAK HILL AVE,15, , ,2900,CHEROKEE,0,0
19-000045,2019-01,01/01/2019 05:14,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,4257,MINNESOTA AVE,17, ,CITY STREET, , ,895054,999589.9
19-000047,2019-01,01/01/2019 05:18,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,S 38TH ST / DELOR ST,16, , , , ,890395.6,998367.9
19-000044,2019-01,01/01/2019 05:45,Y, , ,1, , 41013,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,1301,WASHINGTON AVE,36,BLONDIES COFFEE, ,1301,WASHINGTON,906331.1,1019267
19-000046,2019-01,01/01/2019 05:46,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5900,HAMPTON AVE,6,MIDWEST MONEY, ,5900,HAMPTON,879139.9,999291.9
19-000072,2019-01,01/01/2019 06:15,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3601,LINDELL BLVD,77,SLU - JESUIT HALL, ,3601,LINDELL,896525,1021054
19-000054,2019-01,01/01/2019 07:10,Y, , ,1, ,151110,4,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,999,N 2ND ST,35,LUMIERE CASINO,@HOTEL- FOUR SEASONS, , ,910439.8,1019433
19-002182,2019-01,01/01/2019 07:10,Y, , ,1, , 51112,3,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,3859,S COMPTON AVE,16, , ,3859,COMPTON,894813.4,1002288
19-000059,2019-01,01/01/2019 07:30,Y, , ,1, , 69602,3,"LARCENY-ALL OTHER $500 - $24,999",2355,S 11TH ST,21, , ,2355,11TH,902924.3,1008865
19-000055,2019-01,01/01/2019 08:21,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,0,LINDELL BLVD / N NEWSTEAD AVE,38, , , , ,890404.9,1022633
19-000058,2019-01,01/01/2019 08:24,Y, , ,1, , 51130,5,BURGLARY-RESIDENCE/DAY/ATT FORCE ENTRY,851,GOODFELLOW BLVD,48, , ,851,GOODFELLOW,881257.2,1028407
19-000060,2019-01,01/01/2019 08:40,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,851,GOODFELLOW BLVD,48, , ,851,GOODFELLOW,881257.2,1028407
19-000164,2019-01,01/01/2019 09:00,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4250,IOWA AVE,17, , ,4250,IOWA,896880,999382.8
19-000061,2019-01,01/01/2019 09:27,Y, , ,1, ,266510,3,PUBLIC ORDER-TRESPASSING,2851,GRAVOIS AVE,24, ,@QT - GRAVOIS / NEBRASKA, , ,897916.5,1008451
19-000067,2019-01,01/01/2019 09:35,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,3700,S GRAND BLVD,19,GRAVIOS PARK,GRAVOIS PARK, , ,893385.6,1003893
19-000073,2019-01,01/01/2019 10:00,Y, , ,1, , 91113,6,SIMPLE ASSAULT-ADULT/NO INJURY,3960,LEXINGTON AVE,56, , ,3960,LEXINGTON,898494.2,1030379
19-000412,2019-01,01/01/2019 10:00,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,5925,PAGE BLVD,78, , ,5925,PAGE,881111.4,1032553
19-000196,2019-01,01/01/2019 10:30,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,5340,DELMAR BLVD,47, , ,5340,DELMAR,884416.3,1026560
19-000147,2019-01,01/01/2019 11:00,Y, , ,1, , 44016,3,ASSLT-AGGRV-HND/FST/FT-3RD-ADUL-DOMESTIC,2900,CALIFORNIA AVE,30, , ,3933,BROADWAY,897943.1,1008171
19-000091,2019-01,01/01/2019 11:42,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1911,LOCUST ST,36, , ,1911,LOCUST,903753.8,1019516
19-000099,2019-01,01/01/2019 11:47,Y, , ,1, ,182400,6,DRUGS-POSSESSION/MARIJUANA,8337,N BROADWAY,74,ELITE SUPERMARKET AND GRILL,PARKING LOT,8337,BROADWAY,897125.8,1048751
19-000092,2019-01,01/01/2019 11:53,Y, , ,1, , 71030,2,AUTO THEFT-PERM RETNT/JOY RIDE,0,GRAVOIS AVE / HYDRAULIC AVE,15, , ,3838,GRAVOIS,891633.1,1004384
19-000232,2019-01,01/01/2019 12:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3522,VISTA AVE,31, , ,3522,VISTA,895543.9,1015131
19-000110,2019-01,01/01/2019 12:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4017,N 11TH ST,65, , ,4017,11TH,905712.9,1031460
19-000097,2019-01,01/01/2019 12:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,323,N 8TH ST,35, ,@METROLINK - 8TH & PINE,323,8TH,907999.4,1017767
19-000227,2019-01,01/01/2019 12:00,Y, , ,1, , 51112,6,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,4709,ANDERSON AVE,69, , ,4709,ANDERSON,894759.1,1036573
19-000151,2019-01,01/01/2019 12:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,N EUCLID AVE / LINDELL BLVD,38, , , , ,888281.1,1023181
19-000126,2019-01,01/01/2019 12:30,Y, , ,1, , 71040,6,AUTO THEFT-PERM RETNT/ATTEMPT,4858,MARGARETTA AVE,69, , ,4858,MARGARETTA,892660.1,1035335
19-000105,2019-01,01/01/2019 12:30,Y, , ,1, , 63601,5,"LARCENY-SHOPLIFT $500 - $24,999",4167,LINDELL BLVD,38, , ,4167,LINDELL,892104.8,1022153
19-000100,2019-01,01/01/2019 12:49,Y, , ,1, , 92000,6,SIMPLE ASSAULT-HARRASSMENT,3133,CLAY AVE,56, ,RESIDENCE,3133,CLAY,897601.1,1030262
19-003434,2019-01,01/01/2019 13:07,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4440,KOSSUTH AVE,69, , ,4440,KOSSUTH,895772.1,1034273
19-000108,2019-01,01/01/2019 13:25,Y, , ,1, , 63701,3,LARCENY-SHOPLIFT UNDER $500,2851,GRAVOIS AVE,24, ,@QT - GRAVOIS / NEBRASKA, , ,897916.5,1008451
19-000134,2019-01,01/01/2019 14:00,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,5119,WICKLOW PL,17, ,LEFT SIDE,5119,WICKLOW,893645.6,995591.3
19-000114,2019-01,01/01/2019 14:10,Y, , ,1, , 69703,4,LARCENY-ALL OTH/FRM PRSN/UNDER $500,4314,N GRAND BLVD,67, , , , ,902522.3,1032298
19-000120,2019-01,01/01/2019 14:26,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1119,MISSISSIPPI AVE,32, , ,1119,MISSISSIPPI,902084.6,1014593
19-000137,2019-01,01/01/2019 14:30,Y, , ,1, , 91113,1,SIMPLE ASSAULT-ADULT/NO INJURY,4904,S BROADWAY,17, , ,4904,BROADWAY,895249.1,995738.8
19-000118,2019-01,01/01/2019 14:35,Y, , ,1, ,241100,4,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,2918,SULLIVAN AVE,59, , ,2918,GLASGOW,901287.1,1028145
19-000133,2019-01,01/01/2019 14:47,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,2,S 4TH ST,35,HOTEL- DRURY PLAZA ARCH PARKING GAR,HOTEL- DRURY PLAZA ARCH PARKING GARA,2,4TH,909168.1,1016457
19-000121,2019-01,01/01/2019 15:03,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3000,LOCUST ST,37, ,IN STREET,2933,LOCUST,899600.1,1020387
19-000121,2019-01,01/01/2019 15:03,Y, , ,1, , 41021,4,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,3000,LOCUST ST,37, ,IN STREET,2933,LOCUST,899600.1,1020387
19-000131,2019-01,01/01/2019 15:06,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,35,S GRAND BLVD,37,CIRCLE K GAS STATION, , , ,896073.6,1019677
19-000125,2019-01,01/01/2019 15:15,Y, , ,1, , 91113,6,SIMPLE ASSAULT-ADULT/NO INJURY,1199,RIVERVIEW BLVD,74, , , , ,894567,1052209
19-000136,2019-01,01/01/2019 15:30,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,5269,WELLS DR,82, , ,5268,WELLS,885348.5,1021242
19-000239,2019-01,01/01/2019 15:30,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,ALFRED AVE / FLORA AVE,87, , ,4522,FLORA,888490.7,1012559
19-000132,2019-01,01/01/2019 15:40,Y, , ,1, , 91113,6,SIMPLE ASSAULT-ADULT/NO INJURY,6032,MARGARETTA AVE,70,MARKET RESIDENCE, ,6032,MARGARETTA,884772.6,1040376
19-000132,2019-01,01/01/2019 15:40,Y, , ,1, , 91113,6,SIMPLE ASSAULT-ADULT/NO INJURY,6032,MARGARETTA AVE,70,MARKET RESIDENCE, ,6032,MARGARETTA,884772.6,1040376
19-000123,2019-01,01/01/2019 15:54,Y, , ,1, ,263120,4,OBSTRUCT GOVRN OP-FALSE REPORT,0,N 18TH ST / OLIVE ST,36, , , , ,904274.2,1018933
19-000334,2019-01,01/01/2019 16:00,Y, , ,1, , 66701,3,LARCENY-BICYCLES UNDER $500,1313,MISSOURI AVE,32, , ,1313,MISSOURI,900758.3,1014254
19-000148,2019-01,01/01/2019 16:00,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,N NEWSTEAD AVE / PENROSE ST,68, , ,4444,PENROSE,896573.4,1034809
19-000222,2019-01,01/01/2019 16:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1,COLUMBUS SQUARE DR,62, , ,1,COLUMBUS SQUARE,908189.1,1020715
19-000139,2019-01,01/01/2019 16:19,Y, , ,1, ,182999,3,DRUGS-POSSESSION/OTHR UNSPEC DRUG,3649,S GRAND BLVD,19, , , , ,893431.9,1004232
19-000142,2019-01,01/01/2019 16:30,Y, , ,1, , 51122,6,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,3901,SAINT LOUIS AVE,56,KIRKWOOD CLEANERS, , , ,898253.1,1028621
19-000143,2019-01,01/01/2019 16:53,Y, , ,1, ,182400,6,DRUGS-POSSESSION/MARIJUANA,5472,ROBIN AVE,72, , ,5472,ROBIN,892039,1044487
19-000168,2019-01,01/01/2019 17:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5645,TERRY AVE,50, , ,5645,TERRY,885205.6,1035578
19-000168,2019-01,01/01/2019 17:00, , , ,-1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5645,TERRY AVE,50, , ,5645,TERRY,885205.6,1035578
19-000144,2019-01,01/01/2019 17:28,Y, , ,1, , 31421,3,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,1015,PARK AVE,34, , ,1015,PARK,905579.6,1012632
19-000174,2019-01,01/01/2019 17:30,Y, , ,1, , 51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3921,ALBERTA ST,16, , ,3921,ALBERTA,891194.5,1002406
19-000225,2019-01,01/01/2019 18:30,Y, , ,1, , 21000,1,RAPE -- FORCIBLE,7500,MICHIGAN AVE,2,PATCH NEIGHBORHOOD,PATCH NEIGHBORHOOD,7600,VIRGINIA,0,0
19-003416,2019-01,01/01/2019 18:30,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,7513,MICHIGAN AVE,2, , ,7513,MICHIGAN,888663.9,989161.2
19-000292,2019-01,01/01/2019 18:30,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,2451,WHITTIER ST,57, , ,2551,WHITTIER,895663.3,1028461
19-000183,2019-01,01/01/2019 19:00,Y, , ,1, , 69602,6,"LARCENY-ALL OTHER $500 - $24,999",4701,ANDERSON AVE,69, , ,4701,ANDERSON,894823.8,1036536
19-000161,2019-01,01/01/2019 19:04,Y, , ,1, , 91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3736,DUNNICA AVE,16, , ,3736,DUNNICA,892140.6,1002837
19-003226,2019-01,01/01/2019 19:04,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3736,DUNNICA AVE,16, , ,3736,DUNNICA,892140.6,1002837
19-000150,2019-01,01/01/2019 19:07,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,S GRAND BLVD / RUSSELL BLVD,26, , , , ,894541,1012354
19-000153,2019-01,01/01/2019 19:15,Y, , ,1, ,182400,2,DRUGS-POSSESSION/MARIJUANA,3631,GRAVOIS AVE,15, , , , ,893179.3,1004622
19-000384,2019-01,01/01/2019 19:15,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,3372,TEDMAR AVE,14, , ,3372,TEDMAR,882311.4,1007091
19-000160,2019-01,01/01/2019 19:43,Y, , ,1, ,182130,1,DRUGS-POSSESSION/HEROIN,0,ALABAMA AVE / DAVIS ST,2, , , , ,886412.3,988082.7
19-000154,2019-01,01/01/2019 19:48,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,I 64 EASTBOUND / S JEFFERSON A,36, , , , ,900777.1,1017276
